ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
60,36,23551.480673756403,0.24765522615184393,1,126,7636,1877,9387
61,74,20746.926917341283,0.0332900645050656,1,117,5381,1648,6912
62,23,25491.408281011205,0.05361620342602201,1,83,6356,1648,7921
63,19,27547.85011932666,0.27721586517064145,1,268,9790,1581,11103
64,36,20237.514870870276,0.21241494377150663,0,90,0,0,-90
65,34,22686.075864700797,0.40800680206971995,0,155,0,0,-155
66,24,44562.51757591519,0.20434489924518992,1,204,7009,2857,9662
67,25,22015.2684011207,0.22498623766328482,1,615,6651,1446,7482
68,20,48270.38903258749,0.06814231633351409,1,477,9553,2091,11167
69,37,135849.3286299706,0.05965890977533643,0,91,0,0,-91
70,27,25130.789782870022,0.07006249549886678,0,63,0,0,-63
71,48,35658.36087033318,0.10207193563649475,0,7,0,0,-7
72,68,23737.542408670288,0.051685771049804964,1,719,5577,1816,6674
73,69,24660.105516051368,0.09003190819699976,1,380,5747,3411,8778
74,18,26741.797151257528,0.4194773578320536,1,161,7921,1531,9291
75,25,43442.1533253116,0.11143540190919561,0,37,0,0,-37
76,40,21332.3695524154,0.35770594393403454,0,25,0,0,-25
77,37,22702.548620707617,0.2020355905868236,1,18,7184,1595,8761
78,41,21358.621005510955,0.10472314270423096,0,144,0,0,-144
79,20,28134.79000092267,0.22261466859108003,1,180,5547,5895,11262
80,44,22799.211258386113,0.03190588749499387,0,2,0,0,-2
81,19,22291.128531698818,0.03929047897977513,1,642,7215,1463,8036
82,52,38107.036043357366,0.09921276400974921,1,1551,9438,1990,9877
83,44,23307.228729090617,0.2699642889755144,1,823,5961,1793,6931
84,22,48720.896941393345,0.001883169799878129,1,705,6029,1451,6775
85,24,31256.09413072423,0.0012227805576200351,1,779,11801,1613,12635
86,48,118306.77445059975,0.08129128771373138,0,9,0,0,-9
87,32,24176.25162101427,0.30614672414691035,1,334,8765,1547,9978
88,26,21884.42574898505,0.05045143073818008,0,7,0,0,-7
89,21,77714.6379042557,0.046602631354750415,1,450,15181,1489,16220
90,27,20513.85546291312,0.07331121231609898,1,1923,6630,2392,7099
91,57,26411.029241332624,0.262923553780874,1,442,5284,1669,6511
92,64,29898.56365666559,0.15496827351456627,0,34,0,0,-34
93,33,23569.497458735554,0.009953110268388585,1,107,6022,2944,8859
94,40,47428.02140097499,0.2462699964111509,0,26,0,0,-26
95,56,23941.745066078893,0.06037458800512229,1,413,5343,2271,7201
96,65,21168.5249148556,0.2648014961508619,0,60,0,0,-60
97,22,74196.85965873719,0.1576881136980598,0,57,0,0,-57
98,44,28645.35699115432,0.2708266899604178,0,14,0,0,-14
99,60,61992.402397145044,0.020491531033081233,1,575,6257,1866,7548
100,30,38754.15158687252,0.08564017458275308,1,668,7744,2260,9336
101,42,21132.8097329476,0.45100166602527636,1,495,5946,1443,6894
102,18,20185.496570693696,0.27777909301120574,1,332,7549,1964,9181
103,18,27408.821953499297,0.02555827246357775,1,686,9920,1574,10808
104,71,23359.144819991594,0.30951722876373117,1,173,7271,1461,8559
105,29,25535.10178034953,0.25190024878694506,1,59,5459,2150,7550
106,45,30389.47211380239,0.045525852863293664,1,282,8886,1834,10438
107,60,31675.703622585468,0.2290524378767785,1,248,12998,2179,14929
108,43,23776.677447641585,0.0027633597795586684,1,1331,5596,2801,7066
109,33,27094.456019691494,0.24518111654438515,1,66,50502,2553,52989
110,54,64803.88671691819,0.016796341696953883,1,521,35939,1498,36916
111,18,25359.526414623,0.03108327259954014,1,826,30329,2311,31814
112,23,35700.083076444476,0.06515626477696401,1,647,10810,2139,12302
113,71,24125.46535853231,0.09838434559727577,0,19,0,0,-19
114,42,20741.062862412815,0.05583548120377714,1,161,22838,1899,24576
115,22,33835.823342245945,0.16227875721680085,0,125,0,0,-125
116,53,24564.436890171386,0.1954556201699404,1,239,13633,5213,18607
117,49,27579.33554538938,0.16233027618423276,1,499,7486,1553,8540
118,23,52171.23423639067,0.22575514638396002,1,352,5983,1925,7556
119,40,39067.514476396704,0.15123345268309696,1,168,20832,1910,22574
120,35,24875.84672851615,0.048195813400229326,1,1052,8408,1672,9028
121,26,22683.824218968635,0.23243141219985822,1,114,6684,3194,9764
122,24,28829.762631084566,0.10604703672442957,1,911,8448,1538,9075
123,54,52746.14025228459,0.01685096564878234,1,65,11702,2636,14273
124,35,23929.73293724301,0.004971870569432172,0,125,0,0,-125
125,25,31773.68636636285,0.04587375691925043,0,53,0,0,-53
126,25,23715.49961366432,0.1489225879902907,1,152,7596,3395,10839
127,55,51857.22297194603,0.4121204981562035,1,2059,5270,1729,4940
128,65,36879.56741079159,0.042231561683979686,1,1010,7835,2120,8945
129,23,21028.747315841985,0.187018373871197,1,464,7671,1511,8718
130,34,27050.163544577295,0.03608467995307102,1,661,8307,1694,9340
131,22,21318.953854898627,0.2786403094297916,1,699,7918,1847,9066
132,51,67953.20237629548,0.032250637919134635,1,55,6206,1600,7751
133,54,33311.97219258399,0.06832392252448247,0,24,0,0,-24
134,62,60322.29045150264,0.03924377327308726,1,502,12598,1520,13616
135,72,24327.952352998775,0.1771203118264279,1,81,5686,1683,7288
136,19,56930.99078538428,0.05230129406372576,1,401,6200,1608,7407
137,22,51400.64771381223,0.007278755441706839,1,117,5764,1500,7147
138,20,20243.43515954476,0.051633882201072914,1,1131,5420,1953,6242
139,73,35833.24806276608,0.09357585159219149,1,235,5922,2323,8010
140,18,25095.007501724864,0.036941764864508196,1,153,17109,1619,18575
141,30,21237.095711035883,0.2088429973282211,0,82,0,0,-82
142,38,43428.55255663333,0.04089513797484881,1,232,19250,2019,21037
143,30,21554.835277289196,0.010264042262028449,1,202,6568,7203,13569
144,39,27354.20133540405,0.3531077342867111,1,614,6980,1482,7848
145,34,98912.47178167934,0.023222828786567347,1,106,9740,1914,11548
146,47,24014.63349457741,0.047996992135333254,0,45,0,0,-45
147,57,27951.355167695103,0.11148878687682998,1,226,5329,1508,6611
148,19,22997.692066941618,0.13938000155852,0,95,0,0,-95
149,65,21018.43437944345,0.11895912345592871,1,341,9608,2168,11435
150,20,71756.31396498893,0.24287883243900066,1,140,6073,2434,8367
151,24,22292.418283555722,0.13580180740385814,1,44,15210,1995,17161
152,73,37091.351753753894,0.11472063534331291,0,5,0,0,-5
153,21,24832.840243474213,0.03895547300638621,1,360,7365,2274,9279
154,38,21919.57205757705,0.2887225523381992,0,24,0,0,-24
155,38,50689.756467526124,0.10601027259655908,1,933,8418,2155,9640
156,32,21864.197491086572,0.07256827771699417,1,35,8500,1770,10235
157,39,272181.12507304305,0.06419488427071114,1,194,6504,1822,8132
158,19,26631.928973114624,0.03538934876965256,1,249,6175,1695,7621
159,37,37645.67338208887,0.002352298836553876,1,331,15254,3219,18142
160,35,21920.78993748668,0.07759830231501051,0,10,0,0,-10
161,73,26054.9191476668,0.15885149806988474,0,20,0,0,-20
162,62,21634.534065349468,0.13284960489800035,1,438,10084,1776,11422
163,30,46043.375650540955,0.2145440776133393,1,83,6439,1687,8043
164,60,24828.702966394154,0.22085984149851356,1,586,6976,1606,7996
165,46,20150.70717790621,0.1471214305861764,1,405,6541,4482,10618
166,56,78132.12843896542,0.3210217248459177,1,677,6844,1717,7884
167,66,22963.233124423536,0.09416473803139307,1,416,5560,2575,7719
168,29,40350.20210614796,0.02192103819460029,1,1072,5900,1962,6790
169,24,32045.690220510296,0.14238074881426346,1,223,71977,1606,73360
170,21,21573.444067764118,0.03508068979875426,0,20,0,0,-20
171,47,20109.654537692015,0.20861507106440924,1,735,11013,1464,11742
172,21,24738.1512816597,0.056428728050736246,0,91,0,0,-91
173,24,23918.821447572278,0.12149138933624914,1,766,6158,1992,7384
174,50,22890.794419725436,0.027150763296740002,1,604,12614,2823,14833
175,28,24328.318055495078,0.20905332265474794,1,92,7171,1705,8784
176,72,22540.213351606075,0.007287281847729247,0,23,0,0,-23
177,22,22269.4142523122,0.013296540398893537,0,44,0,0,-44
178,18,24985.68163411735,0.1289999939561715,1,1442,7615,1694,7867
179,25,24212.069358320612,0.15969575653569318,1,313,6005,1464,7156
180,41,31009.956325157644,0.14609230498612322,1,389,5414,2306,7331
181,68,44995.85603265265,0.0470892735615801,1,609,6184,1904,7479
182,31,22804.380589285825,0.1829019778671081,0,16,0,0,-16
183,23,20159.055954124018,0.049987465543183084,1,1467,7725,2055,8313
184,48,22464.94556186356,0.16119877392040324,0,2,0,0,-2
185,43,95549.75779733364,0.2682834015770617,1,736,9210,1711,10185
186,29,39343.901993824154,0.24290342981631388,1,403,9060,1857,10514
187,18,22741.21412801785,0.010156408710593746,1,932,6929,1537,7534
188,36,31382.901132332383,0.007831103169538415,1,257,7647,1456,8846
189,60,53199.13027173827,0.24366315001104033,1,70,13268,1813,15011
190,23,21550.828805735586,0.08366598990743489,1,1627,6410,1519,6302
191,61,20158.804022106586,0.15707994361788807,1,257,8448,2144,10335
192,33,59589.91967291183,0.08669438279851185,1,436,8547,1852,9963
193,23,20726.09881212179,0.08398143996722443,0,166,0,0,-166
194,22,20249.91909994973,0.08167940779151296,0,11,0,0,-11
195,62,26526.38280337466,0.06122041111273462,1,160,5812,2134,7786
196,50,34162.263184672585,0.0012826693932177311,1,535,9704,1792,10961
197,72,27623.75913109452,0.014734010280689134,1,214,6788,1819,8393
198,49,25568.40475463759,0.32728708844240884,1,532,10309,1653,11430
199,30,20961.876474572102,0.35230326813620744,1,1131,10877,2824,12570
200,35,25981.403674625333,0.19583736486149053,1,671,9752,1445,10526
201,19,22394.06588221781,0.09100213430633668,0,31,0,0,-31
202,29,45302.111081940086,0.024789288722199165,1,164,7706,1631,9173
203,24,20260.42003156982,0.19198765914075755,1,713,5506,4919,9712
204,48,24712.924068789507,0.1723667146120822,1,1580,5933,1827,6180
205,22,26981.30238913074,0.23617779164287134,1,428,19376,2104,21052
206,32,26853.44432356986,0.15169628924891257,1,330,6459,1657,7786
207,26,24089.259041935245,0.07999292168859784,1,693,7022,1510,7839
208,40,22402.350141536823,0.17889067738609282,1,431,17660,2860,20089
209,32,25027.52978127093,0.12458424124259558,1,349,5552,2486,7689
210,27,30492.605972068446,0.030867951439485952,0,19,0,0,-19
211,41,28823.233165207606,0.06836684996232993,0,69,0,0,-69
212,30,25837.454690228788,0.05415491091066355,1,207,7289,1841,8923
213,75,33588.61677743273,0.022638395239377572,1,821,25969,2901,28049
214,70,36365.977230247496,0.09841773768564463,0,22,0,0,-22
215,20,21478.955066537703,0.4256971475471636,0,77,0,0,-77
216,32,27214.77651143328,0.44486930786480383,0,36,0,0,-36
217,39,29868.66060413655,0.07088784437509293,1,756,7639,1536,8419
218,43,22442.912718020827,0.5258577625654214,1,476,5291,1860,6675
219,22,23636.30909917276,0.04205535718397262,1,143,5717,2081,7655
220,53,25506.43140280559,0.1642709701433683,1,375,5262,1627,6514
221,37,33829.276650332155,0.16290853442798736,1,515,7035,2038,8558
222,22,42390.14358072736,0.09875520611303475,0,151,0,0,-151
223,27,29217.99978771584,0.04963983630949487,1,170,12448,3198,15476
224,29,20882.021395532884,0.0366881791556769,1,1179,5971,3073,7865
225,54,23628.404372875735,0.19983189823529215,0,35,0,0,-35
226,32,25345.947053299344,0.14499788054453447,1,528,11048,1598,12118
227,24,20565.300984659687,0.0425737513674915,1,182,6292,1552,7662
228,24,22274.190177317265,0.24643085299459858,1,1246,5829,1485,6068
229,54,36995.293146914686,0.04203650305772423,0,78,0,0,-78
230,19,25089.925502931907,0.1946920850795213,1,79,12156,4106,16183
231,39,22948.88259273268,0.11962684309209214,1,185,5893,1695,7403
232,64,20634.81942036802,0.14546294030238094,0,30,0,0,-30
233,29,24631.845299358658,0.053495723016484836,0,91,0,0,-91
234,39,34043.08009639975,0.06215392507691884,1,1099,16847,1616,17364
235,26,21405.867574078584,0.1391580600550373,1,1004,5721,1612,6329
236,31,28277.182843340313,0.27631427677882037,1,335,40465,2099,42229
237,21,34765.17393558214,0.015144856587404628,1,678,5899,1587,6808
238,26,23447.557550378893,0.022157996384049212,1,476,6372,1745,7641
239,25,27126.424839425294,0.0059478744707965586,1,316,11431,1955,13070
240,20,24202.833499214008,0.0645989862671359,0,47,0,0,-47
241,18,22687.9872171274,0.01684149706384731,1,219,16123,2019,17923
242,20,50019.70315870933,0.03445473892850658,1,403,12302,3360,15259
243,32,33673.45042123563,0.5639951762941077,0,29,0,0,-29
244,53,23086.731452024866,0.09192743853124805,0,17,0,0,-17
245,33,20771.609920810457,0.1442947172507755,0,10,0,0,-10
246,23,32169.498871598145,0.0165905717125484,1,366,20564,1792,21990
247,30,50749.56464216421,0.041715905990167765,1,165,6523,1747,8105
248,70,30950.688240398424,0.10076685724246394,1,117,5763,1832,7478
249,47,24314.137446230394,0.29737389255907704,1,2066,6239,3268,7441
250,30,53089.270632,0.1002508029548698,1,242,5834,1512,7104
251,43,28223.37174445855,0.03182343444423447,1,157,7547,2659,10049
252,32,20070.67270654036,0.09940047311443231,1,415,6422,1514,7521
253,35,39685.40841896126,0.1293733082525917,1,306,21442,2341,23477
254,36,40980.14382762504,0.1662654224780547,1,1034,6924,2173,8063
255,68,77596.84747200139,0.1304768696413504,1,154,5250,2024,7120
256,53,23584.98196182615,0.028298331359940778,1,557,6386,1498,7327
257,31,58994.179693524566,0.0738502156922338,1,702,5989,2229,7516
258,54,20617.799036511828,0.07581946050981431,0,19,0,0,-19
259,28,23351.647646486952,0.14311557189213975,1,368,7336,1579,8547
260,28,22393.261697289894,0.08714660794655014,1,224,6503,3344,9623
261,32,26264.019628542683,0.11021681425492504,0,13,0,0,-13
262,31,24931.635429015376,0.16995897755078793,1,685,9118,1704,10137
263,60,31059.53028378221,0.21863565206119606,1,434,7865,1501,8932
264,20,31160.203593020608,0.10011897639973942,0,21,0,0,-21
265,55,55155.179390744786,0.2898099210467983,1,411,6127,1965,7681
266,19,20023.163480493746,0.003452204358858196,1,185,11119,1547,12481
267,57,37925.5255552094,0.25780684311853136,1,71,5841,1858,7628
268,21,31740.940870787123,0.3059607922067407,0,35,0,0,-35
269,62,25893.024995142496,0.19808779628247367,0,41,0,0,-41
270,23,21130.656756973818,0.3511779502677327,1,90,6128,1856,7894
271,34,21539.945396585965,0.07608111304834125,1,29,5763,3083,8817
272,28,20787.849929129883,0.1397818976165714,0,40,0,0,-40
273,18,22557.659553990285,0.24547193863580544,1,1704,5262,1488,5046
274,45,25710.29532548752,0.00852057129400933,1,31,11239,1482,12690
275,72,40932.442644218296,0.3832410168046961,1,1433,6701,1824,7092
276,20,21347.19283017689,0.14404286225241142,1,924,7150,1624,7850
277,23,29927.958701421343,0.23157249932132987,0,26,0,0,-26
278,26,86295.19884088001,0.21502250871040735,0,2,0,0,-2
279,29,21177.03676941432,0.11761558069006821,1,175,12353,1720,13898
280,30,22630.41112704352,0.18773990797022122,1,780,5266,2410,6896
281,23,28571.847322071048,0.28167469580189347,1,312,8155,5376,13219
282,68,20572.817057757635,0.17454717670036138,0,54,0,0,-54
283,19,21026.132280651756,0.03474573282043366,1,755,8308,1656,9209
284,32,34215.92756188009,0.010684283659676521,1,328,7805,1813,9290
285,28,50048.67690365884,0.19182476991787045,1,253,5636,1545,6928
286,30,27502.93748257159,0.30994483127962263,1,80,5241,1767,6928
287,48,21190.059733903476,0.08537505635960979,1,1250,6170,2839,7759
288,36,25346.6173886223,0.05952585229967333,1,591,5883,1486,6778
289,34,20600.977895536253,0.09306806577039103,1,208,5267,1445,6504
290,49,43537.47661504821,0.41241646036908325,1,282,6277,2473,8468
291,24,32616.665268226854,0.04963260751230353,1,507,5805,2208,7506
292,42,21035.21067334766,0.11286372688653806,1,407,9525,3994,13112
293,21,27856.657217339543,0.047238476848404855,0,19,0,0,-19
294,60,47293.73095514643,0.12646011891094378,1,358,5858,2388,7888
295,28,25901.343809886122,0.013142806080612263,1,2595,8905,2495,8805
296,35,44172.851750603564,0.015372971363511139,1,457,12056,2807,14406
297,38,24462.191336177926,0.19541194959402325,1,437,7082,1897,8542
298,57,24707.135910267636,0.14002010101020396,1,79,11473,1646,13040
299,55,68717.09453828652,0.24443108013702816,0,85,0,0,-85
300,30,25018.94184096344,0.07086680178875289,1,117,34130,1490,35503
301,66,20023.714687167674,0.05935219839251672,1,468,9604,3262,12398
302,49,52882.26638783381,0.20855920941224168,0,41,0,0,-41
303,60,36372.75176379008,0.38132234359227357,0,37,0,0,-37
304,72,23140.369334769348,0.010410163857150054,1,1858,12125,2149,12416
305,32,20200.19097909294,0.10455315955129392,1,816,5876,1959,7019
306,56,22758.733872900968,0.40600941726658746,1,477,44253,2373,46149
307,20,32414.097750777997,0.2482061095675202,1,522,7203,1521,8202
308,47,23293.438533175653,0.09938363397872547,1,297,7545,1892,9140
309,61,41736.37368705073,0.002483828718276031,1,413,8514,1490,9591
310,18,21335.8924978343,0.018760145554874926,0,48,0,0,-48
311,26,22724.150938889634,0.047211521369739745,0,40,0,0,-40
312,32,20492.84606684563,0.02531307204752805,0,68,0,0,-68
313,30,26998.322024863824,0.03932752838685657,1,1234,6014,2069,6849
314,36,22077.447690643614,0.12742922009290372,1,830,6081,1668,6919
315,64,31221.712167143785,0.0376772626394176,1,1279,8204,2932,9857
316,22,23465.969533793785,0.07848043652702237,1,295,11037,1714,12456
317,31,21854.73331305977,0.020433909248108156,1,691,17983,1791,19083
318,35,23412.381017760526,0.13328627489877107,1,714,6194,1804,7284
319,44,24055.95056587244,0.05082685453164347,0,32,0,0,-32
320,28,20572.844113423715,0.1988925715145419,1,783,11670,1496,12383
321,68,27384.00394830057,0.08356232436937891,1,434,5826,1534,6926
322,40,21977.19971913791,0.0576047451126761,1,278,10256,1699,11677
323,42,37364.472114966935,0.019687760201824164,1,502,6817,1520,7835
324,33,20990.688933451635,0.07262272352786994,1,845,5696,2201,7052
325,24,20971.942513000442,0.035864966950499566,1,1400,9287,4361,12248
326,28,20750.23870113562,0.18976645435596107,0,46,0,0,-46
327,26,45904.58425047373,0.040940438716804854,1,456,12975,2781,15300
328,25,35785.38078605592,0.24998172120258438,1,626,14201,2333,15908
329,35,26228.575793405515,0.10308788869479246,1,772,10171,1445,10844
330,67,26706.1942514167,0.22503992430156036,1,683,8276,1613,9206
331,40,28840.801301082083,0.012588343953212858,1,1241,6666,2300,7725
332,28,25525.251199515686,0.11890931961344829,1,1123,6356,1812,7045
333,35,36319.582830664964,0.007733502044383084,1,617,7116,1539,8038
334,59,28074.09476189531,0.06366680685665956,1,203,6119,1681,7597
335,63,22650.091230798294,0.08190500837477895,1,118,11107,1759,12748
336,33,80725.03413565617,0.052548505174251754,1,702,5986,2136,7420
337,35,43534.27613940119,0.3934994554865846,1,83,5319,1838,7074
338,40,21842.430167525898,0.05227064017778685,1,88,6615,2945,9472
339,41,20979.340928035966,0.0628145589896692,1,355,6729,2120,8494
340,49,24621.94836373689,0.03212705243124424,1,54,8702,2436,11084
341,21,22959.424920081125,0.1313219113325849,0,30,0,0,-30
342,22,24586.8621659052,0.037690528153140064,1,582,9312,1753,10483
343,40,20173.06287967055,0.034534727248316514,1,169,7219,1584,8634
344,64,33414.266294079345,0.04157863944320805,1,692,8470,2376,10154
345,35,41741.88316199293,0.13765281840718244,1,190,9635,1598,11043
346,29,25133.397688096396,0.024324434566569565,1,790,5609,1897,6716
347,18,27254.398881536683,0.09111727607216358,1,62,10044,1478,11460
348,38,28065.368938144562,0.1572236168853805,1,701,5729,2336,7364
349,56,31997.96811680132,0.2187144754914022,0,33,0,0,-33
350,26,39686.432658262165,0.12497754106269011,0,44,0,0,-44
351,25,22787.67402580534,0.15004022731014785,1,1170,13705,1550,14085
352,60,44341.15388821336,0.23873051513250973,1,322,6113,1766,7557
353,33,30512.921171478578,0.13347643790588767,1,831,5776,1611,6556
354,18,23099.016309756455,0.05768286279623077,1,438,10957,2272,12791
355,54,26945.174351633174,0.20670136691866162,0,157,0,0,-157
356,44,28059.77044552462,0.3254076333076478,0,3,0,0,-3
357,21,26048.633596025513,0.690450509870391,1,45,16260,2400,18615
358,27,97871.28830581292,0.003494657411810082,1,913,6790,2011,7888
359,38,65114.889349511715,0.11682397324410906,1,123,5880,1524,7281
360,40,26970.457313801766,0.1088034514338388,0,28,0,0,-28
361,66,23367.082854063225,0.12177669027038733,0,8,0,0,-8
362,54,23517.90661319277,0.5017079476208514,1,784,5406,2584,7206
363,31,32007.547651747358,0.06737900365457705,1,67,16624,3418,19975
364,18,28217.73365040279,0.17005506920504146,0,32,0,0,-32
365,29,26884.27849473832,0.0364070488706551,1,125,5849,1729,7453
366,29,30322.993964692192,0.38850292525428254,1,215,5413,1447,6645
367,36,41089.55192498857,0.10752795674564146,1,1206,10518,1750,11062
368,27,20473.374419530646,0.03050255767369448,1,1165,10567,1474,10876
369,46,20020.699966979995,0.16184489287175935,1,668,6060,2217,7609
370,48,27082.294384637775,0.08629773383250801,0,289,0,0,-289
371,18,22137.37351309773,0.0486999623894289,1,176,38511,3028,41363
372,31,21326.644821446553,0.19374030620790858,0,44,0,0,-44
373,19,24766.85491020161,0.07533047785210177,0,27,0,0,-27
374,36,20319.2185255087,0.04632494582257967,1,572,5339,1452,6219
375,52,30137.004463667407,0.36291664753370867,0,67,0,0,-67
376,65,21807.33696572482,0.010293758421727379,0,12,0,0,-12
377,40,68974.25685575177,0.005864963374346116,1,502,20216,2662,22376
378,54,20832.77778183969,0.27090928302517037,0,46,0,0,-46
379,24,32109.27258016806,0.10413259072261981,1,197,10790,1785,12378
380,28,24921.7737482575,0.07818343738649808,1,258,9731,1632,11105
381,41,24771.832032957107,0.41195063982494917,1,767,5596,1802,6631
382,34,24454.3674288834,0.10014234740575702,1,1549,14882,3166,16499
383,44,20406.021789175367,0.16772818258213504,1,694,6240,3104,8650
384,19,21018.68278965563,0.04567630720139262,1,964,6686,1829,7551
385,28,23373.518006430073,0.00296224170085357,1,1690,6122,1518,5950
386,19,87956.05795516829,0.01740161855615118,1,482,6471,1671,7660
387,28,33902.48888084663,0.1851481997671937,0,21,0,0,-21
388,41,29942.676789553003,0.2494383046103774,0,43,0,0,-43
389,55,20977.531632854876,0.055924865899161895,1,2009,15180,3179,16350
390,36,26491.633919534273,0.49713018380038526,0,88,0,0,-88
391,60,22178.53876902704,0.13219408250396597,1,685,15797,1584,16696
392,26,27325.616506117094,0.05983675271007305,1,141,6621,2358,8838
393,61,21288.766379424993,0.3626103322003976,0,12,0,0,-12
394,24,23401.134064868755,0.29291027373959544,1,856,7819,1530,8493
395,34,21338.49322749139,0.07075899200992886,0,57,0,0,-57
396,71,44797.54107767835,0.05161210846014489,1,340,8079,2048,9787
397,41,28464.93017277547,0.030668343195376088,1,945,6224,2017,7296
398,35,32201.20610869242,0.1402834837028546,1,289,5385,1449,6545
399,71,20964.725735607244,0.01083893730719753,1,119,6206,2045,8132
400,71,27121.167070840405,0.2922026318054009,1,223,7961,1894,9632
401,19,26942.836118822965,0.010350630675291688,1,104,7906,1663,9465
402,28,61536.99603095641,0.12875646761876164,1,142,10873,5110,15841
403,33,35434.68396993435,0.27877042204381014,0,13,0,0,-13
404,19,21624.131953915803,0.06731622811328826,1,225,7689,1624,9088
405,41,24305.187562533687,0.0839323539023811,1,199,5855,2758,8414
406,67,39273.59594307015,0.46083821928129054,0,7,0,0,-7
407,29,20617.760466687854,0.2126868813746484,1,1699,10148,1561,10010
408,33,77052.39512687385,0.08233664761535403,1,40,6179,2221,8360
409,41,21033.051593245837,0.15787041073367455,0,280,0,0,-280
410,35,39295.34935629427,0.06349786792613837,1,348,7365,1766,8783
411,35,23023.650644920068,0.15813429558788467,0,100,0,0,-100
412,44,30045.002839080025,0.021769073697402497,1,519,5422,1874,6777
