ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
389,0,0,12,0,-12
390,1,1,306,1211,905
391,1,0,35,0,-35
392,0,0,11,0,-11
393,1,0,30,0,-30
394,1,1,789,1780,991
395,1,1,109,1752,1643
396,0,0,6,0,-6
397,0,0,33,0,-33
398,1,0,82,0,-82
399,0,0,5,0,-5
400,1,1,355,1705,1350
401,1,1,49,1576,1527
402,1,0,24,0,-24
403,0,0,0,0,0
404,1,0,46,0,-46
405,0,0,94,0,-94
406,1,0,3,0,-3
407,1,0,18,0,-18
408,0,0,74,0,-74
409,0,0,9,0,-9
410,0,0,12,0,-12
411,1,0,66,0,-66
412,1,0,6,0,-6
413,0,0,128,0,-128
414,1,1,719,1352,633
415,1,1,493,1623,1130
416,1,0,24,0,-24
417,0,0,5,0,-5
418,0,0,64,0,-64
419,1,0,16,0,-16
420,0,0,19,0,-19
421,1,1,886,3879,2993
422,1,1,800,1464,664
423,1,1,486,1250,764
424,1,1,1909,1213,-696
425,1,0,20,0,-20
426,0,0,25,0,-25
427,1,1,132,1301,1169
428,0,0,22,0,-22
429,1,0,0,0,0
430,0,0,3,0,-3
431,1,1,427,1362,935
432,1,1,808,1250,442
433,0,0,16,0,-16
434,0,0,40,0,-40
435,1,1,934,1213,279
436,1,0,18,0,-18
437,0,0,11,0,-11
438,1,1,425,1311,886
439,0,0,24,0,-24
440,0,0,21,0,-21
441,1,0,49,0,-49
442,1,0,9,0,-9
443,0,0,20,0,-20
444,0,0,28,0,-28
445,1,1,59,1328,1269
446,0,0,13,0,-13
447,0,0,2,0,-2
448,1,1,410,1214,804
449,1,0,98,0,-98
450,0,0,119,0,-119
451,0,0,55,0,-55
452,0,0,151,0,-151
453,1,1,22,1234,1212
454,1,0,18,0,-18
455,1,0,26,0,-26
456,1,0,35,0,-35
457,0,0,13,0,-13
458,1,1,1277,1401,124
459,0,0,43,0,-43
460,1,0,20,0,-20
461,0,0,1,0,-1
462,1,0,33,0,-33
463,1,1,20,1356,1336
464,1,1,349,1238,889
465,1,0,8,0,-8
466,1,1,919,1466,547
467,1,1,1852,1804,-48
468,1,1,206,1396,1190
469,1,1,311,1231,920
470,1,0,6,0,-6
471,0,0,2,0,-2
472,0,0,55,0,-55
473,0,0,14,0,-14
474,0,0,79,0,-79
475,1,1,437,1428,991
476,0,0,54,0,-54
477,0,0,35,0,-35
478,1,1,612,1563,951
479,1,0,266,0,-266
480,1,1,59,1261,1202
481,0,0,78,0,-78
482,0,0,61,0,-61
483,1,1,20,1634,1614
484,0,0,14,0,-14
485,1,1,943,1325,382
486,0,0,85,0,-85
487,1,0,9,0,-9
488,1,1,1032,1556,524
489,1,0,35,0,-35
490,1,0,1,0,-1
491,1,1,988,1364,376
492,0,0,0,0,0
493,1,1,73,1312,1239
494,0,0,1,0,-1
495,1,1,949,1222,273
496,1,1,614,1483,869
497,0,0,32,0,-32
498,0,0,59,0,-59
499,1,0,7,0,-7
500,1,0,83,0,-83
501,1,1,700,1855,1155
502,1,0,11,0,-11
503,1,0,74,0,-74
504,0,0,22,0,-22
505,1,1,344,1354,1010
506,1,1,1473,1249,-224
507,1,1,313,1219,906
508,0,0,26,0,-26
509,0,0,4,0,-4
510,1,1,554,2651,2097
511,0,0,102,0,-102
512,1,0,69,0,-69
513,1,1,39,1599,1560
514,0,0,2,0,-2
515,0,0,65,0,-65
516,1,0,7,0,-7
517,0,0,15,0,-15
518,1,0,0,0,0
519,1,1,133,1976,1843
520,0,0,45,0,-45
521,1,0,36,0,-36
522,1,1,96,1477,1381
523,1,1,269,2377,2108
524,1,1,617,1558,941
525,0,0,167,0,-167
526,0,0,94,0,-94
527,1,1,265,2025,1760
528,0,0,198,0,-198
529,1,1,431,1248,817
530,1,0,16,0,-16
531,0,0,16,0,-16
532,1,1,505,1813,1308
533,1,0,0,0,0
534,1,0,16,0,-16
535,1,0,27,0,-27
536,1,1,322,1564,1242
537,0,0,104,0,-104
538,0,0,55,0,-55
539,0,0,36,0,-36
540,0,0,46,0,-46
541,1,1,1503,2695,1192
542,0,0,235,0,-235
543,1,0,20,0,-20
544,1,1,663,3424,2761
545,0,0,12,0,-12
546,0,0,1,0,-1
547,0,0,31,0,-31
548,0,0,6,0,-6
549,1,0,146,0,-146
550,0,0,54,0,-54
551,0,0,12,0,-12
552,1,0,17,0,-17
553,1,0,5,0,-5
554,1,1,156,1210,1054
555,0,0,1,0,-1
556,1,1,1173,1271,98
557,0,0,61,0,-61
558,1,0,32,0,-32
559,1,0,70,0,-70
560,0,0,37,0,-37
561,1,1,27,1558,1531
562,1,0,143,0,-143
563,1,1,514,1291,777
564,1,0,5,0,-5
565,1,0,21,0,-21
566,1,1,1051,1480,429
567,1,0,83,0,-83
568,0,0,31,0,-31
569,1,0,45,0,-45
570,1,0,48,0,-48
571,1,0,27,0,-27
572,0,0,6,0,-6
573,0,0,5,0,-5
574,1,0,7,0,-7
575,0,0,25,0,-25
576,1,0,10,0,-10
577,0,0,36,0,-36
578,0,0,69,0,-69
579,1,1,172,1904,1732
580,0,0,118,0,-118
581,1,1,639,1283,644
582,1,1,1075,1397,322
583,0,0,103,0,-103
584,1,1,1705,1239,-466
585,1,1,204,1510,1306
586,0,0,17,0,-17
587,1,0,35,0,-35
588,1,1,190,1299,1109
589,1,0,30,0,-30
590,1,0,16,0,-16
591,0,0,70,0,-70
592,0,0,49,0,-49
593,0,0,95,0,-95
594,0,0,19,0,-19
595,0,0,59,0,-59
596,1,0,12,0,-12
597,1,0,15,0,-15
598,0,0,14,0,-14
599,1,0,18,0,-18
600,0,0,30,0,-30
601,1,0,48,0,-48
602,1,0,105,0,-105
603,0,0,18,0,-18
604,0,0,63,0,-63
605,1,1,410,1208,798
606,0,0,7,0,-7
607,1,0,8,0,-8
608,0,0,75,0,-75
609,0,0,6,0,-6
610,1,1,85,1677,1592
611,1,0,45,0,-45
612,0,0,9,0,-9
613,1,0,82,0,-82
614,0,0,12,0,-12
615,1,1,520,1256,736
616,1,0,123,0,-123
617,1,0,90,0,-90
618,1,0,56,0,-56
619,1,0,41,0,-41
620,1,0,27,0,-27
621,0,0,57,0,-57
622,1,0,55,0,-55
623,0,0,47,0,-47
624,1,1,557,1564,1007
625,0,0,6,0,-6
626,0,0,13,0,-13
627,0,0,12,0,-12
628,1,1,397,1378,981
629,1,1,268,1459,1191
630,1,1,350,1232,882
631,0,0,47,0,-47
632,1,1,165,1868,1703
633,0,0,71,0,-71
634,0,0,10,0,-10
635,1,1,865,1269,404
636,1,1,215,1298,1083
637,0,0,71,0,-71
638,1,1,452,1767,1315
639,0,0,73,0,-73
640,0,0,34,0,-34
641,0,0,50,0,-50
642,0,0,361,0,-361
643,1,1,1305,1206,-99
644,0,0,123,0,-123
645,0,0,24,0,-24
646,1,0,124,0,-124
647,1,1,930,1938,1008
648,0,0,16,0,-16
649,0,0,1,0,-1
650,1,1,408,1225,817
651,1,1,995,1327,332
652,0,0,180,0,-180
653,1,0,3,0,-3
654,1,0,17,0,-17
655,1,1,231,1254,1023
656,0,0,5,0,-5
657,1,1,430,1247,817
658,1,0,45,0,-45
659,1,0,1,0,-1
660,0,0,62,0,-62
661,0,0,35,0,-35
662,0,0,65,0,-65
663,1,1,430,2374,1944
664,1,1,236,1670,1434
665,1,0,75,0,-75
666,1,0,18,0,-18
667,1,0,7,0,-7
668,0,0,31,0,-31
669,1,0,15,0,-15
670,1,0,28,0,-28
671,1,0,79,0,-79
672,0,0,7,0,-7
673,0,0,13,0,-13
674,1,0,17,0,-17
675,1,0,96,0,-96
676,1,0,32,0,-32
677,0,0,132,0,-132
678,0,0,10,0,-10
679,1,0,43,0,-43
680,0,0,34,0,-34
681,1,0,19,0,-19
682,0,0,61,0,-61
683,1,1,1143,1422,279
684,1,0,171,0,-171
685,0,0,52,0,-52
686,1,1,268,1524,1256
687,1,1,529,1839,1310
688,0,0,21,0,-21
689,1,1,1273,1533,260
690,0,0,26,0,-26
691,1,0,8,0,-8
692,1,1,845,1297,452
693,0,0,0,0,0
694,0,0,148,0,-148
695,0,0,44,0,-44
696,1,1,133,1817,1684
697,0,0,116,0,-116
698,0,0,26,0,-26
699,1,0,5,0,-5
700,1,0,3,0,-3
701,0,0,3,0,-3
702,0,0,27,0,-27
703,0,0,26,0,-26
704,1,0,120,0,-120
705,1,1,475,1229,754
706,0,0,33,0,-33
707,1,1,182,2968,2786
708,0,0,97,0,-97
709,1,1,111,1213,1102
710,1,0,266,0,-266
711,1,1,1045,1485,440
712,0,0,32,0,-32
713,0,0,72,0,-72
714,0,0,19,0,-19
715,0,0,15,0,-15
716,1,1,1785,1854,69
717,1,1,169,1324,1155
718,0,0,16,0,-16
719,1,0,53,0,-53
720,0,0,25,0,-25
721,0,0,5,0,-5
722,1,0,29,0,-29
723,1,0,16,0,-16
724,1,1,1984,1200,-784
725,1,0,1,0,-1
726,0,0,11,0,-11
727,1,1,437,1972,1535
728,0,0,51,0,-51
729,1,0,1,0,-1
730,1,1,289,1555,1266
731,1,1,984,1816,832
732,1,1,162,1246,1084
733,1,1,486,1550,1064
734,1,0,79,0,-79
735,1,1,112,1201,1089
736,0,0,140,0,-140
737,1,1,631,1214,583
738,1,1,668,2200,1532
739,0,0,43,0,-43
740,1,1,454,1437,983
741,0,0,11,0,-11
742,0,0,45,0,-45
743,0,0,4,0,-4
744,1,1,496,2075,1579
745,0,0,92,0,-92
746,0,0,19,0,-19
747,1,1,1078,2136,1058
748,0,0,5,0,-5
749,0,0,150,0,-150
750,0,0,13,0,-13
751,0,0,24,0,-24
752,1,1,1592,1410,-182
753,1,1,394,1762,1368
754,0,0,32,0,-32
755,1,1,1212,1329,117
756,0,0,27,0,-27
757,1,0,21,0,-21
758,1,1,486,1668,1182
759,1,0,71,0,-71
760,1,1,207,1317,1110
761,1,0,16,0,-16
762,0,0,86,0,-86
763,0,0,130,0,-130
764,1,0,121,0,-121
765,1,0,57,0,-57
766,1,0,70,0,-70
767,0,0,180,0,-180
768,1,0,49,0,-49
769,0,0,60,0,-60
770,1,1,176,1218,1042
771,1,1,251,1613,1362
772,0,0,30,0,-30
773,1,1,2023,1291,-732
774,0,0,170,0,-170
775,0,0,66,0,-66
776,0,0,60,0,-60
777,1,0,3,0,-3
778,1,1,337,1934,1597
779,0,0,15,0,-15
780,1,1,294,1572,1278
781,0,0,68,0,-68
782,1,1,266,1401,1135
783,1,0,8,0,-8
784,1,1,30,1750,1720
785,0,0,122,0,-122
786,0,0,50,0,-50
787,1,1,196,1400,1204
788,0,0,21,0,-21
789,0,0,16,0,-16
790,1,1,421,1448,1027
791,1,0,27,0,-27
792,0,0,59,0,-59
793,1,0,32,0,-32
794,0,0,151,0,-151
795,1,0,9,0,-9
796,1,0,129,0,-129
797,1,1,384,1475,1091
798,1,0,100,0,-100
799,1,0,12,0,-12
800,0,0,52,0,-52
801,0,0,168,0,-168
802,1,1,355,2430,2075
803,1,0,5,0,-5
804,0,0,101,0,-101
805,1,0,17,0,-17
806,1,1,71,1681,1610
807,1,1,352,1224,872
808,1,0,1,0,-1
809,1,0,165,0,-165
810,1,1,174,1648,1474
811,1,0,81,0,-81
812,1,1,502,1310,808
813,0,0,8,0,-8
814,1,0,0,0,0
815,1,0,4,0,-4
816,1,1,507,1379,872
817,1,1,242,2830,2588
818,1,1,474,1767,1293
819,0,0,12,0,-12
820,1,1,166,1564,1398
821,1,1,3009,1358,-1651
822,1,0,190,0,-190
823,0,0,4,0,-4
824,1,1,973,1297,324
825,1,1,94,1388,1294
826,0,0,23,0,-23
827,1,1,740,1875,1135
828,1,0,50,0,-50
829,0,0,11,0,-11
830,1,1,856,1243,387
831,0,0,7,0,-7
832,0,0,59,0,-59
833,0,0,9,0,-9
834,1,1,377,1276,899
835,1,1,106,1446,1340
836,1,0,230,0,-230
837,1,1,359,1269,910
838,1,1,315,1805,1490
839,0,0,34,0,-34
840,1,0,105,0,-105
841,0,0,2,0,-2
842,0,0,44,0,-44
843,0,0,36,0,-36
844,0,0,128,0,-128
845,0,0,26,0,-26
846,0,0,4,0,-4
847,1,1,835,2256,1421
848,1,1,148,1599,1451
849,0,0,12,0,-12
850,0,0,19,0,-19
851,1,0,92,0,-92
852,1,1,114,2199,2085
853,0,0,21,0,-21
854,0,0,99,0,-99
855,1,0,9,0,-9
856,0,0,21,0,-21
857,1,0,82,0,-82
858,0,0,17,0,-17
859,0,0,65,0,-65
860,1,0,31,0,-31
861,0,0,15,0,-15
862,0,0,70,0,-70
863,1,0,13,0,-13
864,1,1,1010,1818,808
865,1,0,82,0,-82
866,1,0,75,0,-75
867,1,0,38,0,-38
868,1,1,488,1565,1077
869,1,1,238,1298,1060
870,0,0,72,0,-72
871,1,0,10,0,-10
872,1,1,536,2103,1567
873,0,0,55,0,-55
874,0,0,69,0,-69
875,1,1,130,2053,1923
876,1,1,288,1385,1097
877,1,0,23,0,-23
878,1,1,1116,1203,87
879,1,0,49,0,-49
880,0,0,274,0,-274
881,1,0,9,0,-9
882,1,1,358,1202,844
883,1,1,879,1521,642
884,1,1,693,1669,976
885,1,1,1080,1445,365
886,1,1,199,1394,1195
887,0,0,27,0,-27
888,1,0,59,0,-59
889,0,0,56,0,-56
890,1,0,36,0,-36
891,1,0,176,0,-176
892,1,0,148,0,-148
893,1,1,234,1235,1001
894,1,0,220,0,-220
895,1,0,84,0,-84
896,0,0,14,0,-14
897,1,1,232,1522,1290
898,0,0,48,0,-48
899,0,0,44,0,-44
900,0,0,122,0,-122
901,1,1,318,1216,898
902,1,1,324,1905,1581
903,1,0,291,0,-291
904,0,0,8,0,-8
905,1,0,57,0,-57
906,0,0,131,0,-131
907,1,1,396,2140,1744
908,1,1,264,1471,1207
909,0,0,53,0,-53
910,1,0,71,0,-71
911,0,0,0,0,0
912,1,1,109,1434,1325
913,0,0,182,0,-182
914,0,0,62,0,-62
915,1,0,44,0,-44
916,0,0,26,0,-26
917,1,1,1046,1212,166
918,1,1,1330,1216,-114
919,1,1,76,1468,1392
920,1,1,76,1736,1660
921,1,1,638,1411,773
922,1,0,46,0,-46
923,1,1,501,1203,702
924,1,0,14,0,-14
925,1,0,53,0,-53
926,1,1,1059,1587,528
927,1,0,11,0,-11
928,0,0,136,0,-136
929,1,1,561,1392,831
930,1,0,71,0,-71
931,0,0,12,0,-12
932,1,0,7,0,-7
933,1,1,1520,1544,24
934,0,0,59,0,-59
935,1,1,31,1734,1703
936,1,0,65,0,-65
937,0,0,65,0,-65
938,1,1,369,2394,2025
939,1,1,37,1284,1247
940,0,0,47,0,-47
941,0,0,208,0,-208
942,1,1,271,1708,1437
943,1,1,1260,1350,90
944,1,0,31,0,-31
945,0,0,40,0,-40
946,0,0,61,0,-61
947,1,0,93,0,-93
948,0,0,2,0,-2
949,0,0,42,0,-42
950,0,0,22,0,-22
951,1,1,1382,1261,-121
952,0,0,13,0,-13
953,0,0,129,0,-129
954,1,1,780,1387,607
955,0,0,14,0,-14
956,1,0,9,0,-9
957,1,0,49,0,-49
958,0,0,81,0,-81
959,0,0,165,0,-165
960,0,0,0,0,0
961,1,1,155,1301,1146
962,0,0,40,0,-40
963,1,1,283,1223,940
964,1,0,31,0,-31
965,1,0,1,0,-1
966,0,0,63,0,-63
967,0,0,27,0,-27
968,1,0,148,0,-148
969,0,0,75,0,-75
970,1,1,443,1270,827
971,1,0,129,0,-129
972,0,0,11,0,-11
973,0,0,46,0,-46
974,1,1,274,1722,1448
975,1,0,0,0,0
976,0,0,109,0,-109
977,0,0,143,0,-143
978,0,0,29,0,-29
979,1,0,48,0,-48
980,1,1,210,1364,1154
981,1,1,2306,1429,-877
982,1,0,1,0,-1
983,0,0,2,0,-2
984,1,1,171,1305,1134
985,1,0,115,0,-115
986,1,1,116,1211,1095
987,0,0,334,0,-334
988,1,0,43,0,-43
989,0,0,129,0,-129
990,1,0,33,0,-33
991,0,0,1,0,-1
992,1,0,27,0,-27
993,1,1,222,1551,1329
994,0,0,24,0,-24
995,1,0,85,0,-85
996,0,0,46,0,-46
997,1,1,514,1693,1179
998,0,0,174,0,-174
999,0,0,14,0,-14
1000,0,0,14,0,-14
1001,0,0,0,0,0
1002,1,0,33,0,-33
1003,1,0,67,0,-67
1004,0,0,166,0,-166
1005,1,1,320,1882,1562
1006,1,1,1947,3020,1073
1007,1,0,118,0,-118
1008,0,0,19,0,-19
1009,1,1,1359,1457,98
1010,0,0,18,0,-18
1011,1,0,61,0,-61
1012,1,0,24,0,-24
1013,1,0,122,0,-122
1014,0,0,5,0,-5
1015,1,1,539,1756,1217
1016,1,0,196,0,-196
1017,0,0,30,0,-30
1018,1,0,20,0,-20
1019,1,0,72,0,-72
1020,0,0,16,0,-16
1021,0,0,66,0,-66
1022,1,1,930,1368,438
1023,1,0,37,0,-37
1024,1,1,43,1833,1790
1025,0,0,42,0,-42
1026,1,0,66,0,-66
1027,1,0,58,0,-58
1028,1,0,58,0,-58
1029,1,0,51,0,-51
1030,0,0,23,0,-23
1031,0,0,16,0,-16
1032,0,0,33,0,-33
1033,1,0,3,0,-3
1034,1,1,432,1509,1077
1035,1,1,1307,1824,517
1036,1,0,106,0,-106
1037,1,1,113,1352,1239
1038,1,1,310,1270,960
1039,0,0,6,0,-6
1040,1,0,115,0,-115
1041,0,0,32,0,-32
1042,1,1,1646,1576,-70
1043,0,0,38,0,-38
1044,1,0,4,0,-4
1045,1,0,4,0,-4
1046,0,0,7,0,-7
1047,1,0,11,0,-11
1048,1,0,21,0,-21
1049,1,0,32,0,-32
