ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
38,52,24294.763408078456,0.11269433707166551,1,269,8315,2129,10175
39,30,62974.817344759584,0.29745108123412567,1,73,7546,1416,8889
40,27,22392.822929830225,0.016539778977358692,1,408,5732,1446,6770
41,64,24556.718075879246,0.02302920497895293,1,163,13759,1740,15336
42,22,20046.07688212924,0.3116907303655583,0,26,0,0,-26
43,55,23217.404116254023,0.23169925799133723,0,7,0,0,-7
44,54,31416.14230464775,0.026140142980770883,0,91,0,0,-91
45,45,186427.5740623577,0.16087476539335924,1,90,6469,1476,7855
46,42,25130.91533844033,0.1469052956094706,1,791,8395,1849,9453
47,31,22031.65078683713,0.007174613900461151,1,812,11362,2138,12688
48,54,52439.681890745414,0.10188087492675574,0,40,0,0,-40
49,38,40170.40046451402,0.14920394385808017,1,1081,9312,1855,10086
50,39,24967.676537423147,0.05708810660997144,1,407,5284,1751,6628
51,38,20160.91067714958,0.008800068298842797,1,473,6068,2113,7708
52,30,22800.202714706356,0.1252676227551043,0,94,0,0,-94
53,44,21976.922994497876,0.02087905647050373,1,420,6022,1467,7069
54,54,20785.862550793532,0.12255991623649831,1,2288,7701,1434,6847
55,65,21205.254074299864,0.21853577178616596,0,25,0,0,-25
56,22,30808.927412291057,0.08136178966801541,1,345,19570,2916,22141
57,75,31077.11656068055,0.013426324185630138,1,1741,7078,1752,7089
58,36,29536.536896965124,0.14114348480906178,1,386,228321,2184,230119
59,48,56747.72613118548,0.007897388872087144,1,1957,5966,2471,6480
60,26,21146.547984835714,0.15069677461669093,1,119,11977,1626,13484
61,53,61279.36642624864,0.07811612953910585,1,56,6856,1895,8695
62,68,32863.050527329935,0.06953916243151989,1,321,7830,1432,8941
63,26,21610.22238996807,0.11658763610411994,0,1,0,0,-1
64,18,23068.85700558781,0.04766394745888832,1,166,7335,2376,9545
65,54,25006.74916046411,0.0391535177122773,1,986,7912,2001,8927
66,19,21479.207024109895,0.35255945379594156,0,1,0,0,-1
67,18,23721.930158239018,0.14018070491816295,0,81,0,0,-81
68,32,20234.78167838082,0.1473827719099414,1,392,11852,2387,13847
69,74,42512.77186496868,0.07391114369779317,1,982,6196,1487,6701
70,49,24466.265141543845,0.07023719210317869,1,790,10689,1368,11267
71,66,21420.74141062766,0.016631700082705852,1,210,5278,2170,7238
72,64,49769.79957915122,0.0399813011129513,1,893,5843,1460,6410
73,21,21591.75053452513,0.19339914771700775,1,397,7247,1337,8187
74,35,33519.94179460291,0.28271173282109735,1,470,5712,1508,6750
75,61,32164.340360445345,0.3113127400582807,0,54,0,0,-54
76,70,20959.015017091246,0.14955757756136503,0,99,0,0,-99
77,42,23545.013561311393,0.056550280280688855,1,184,6994,2266,9076
78,27,26182.85551011044,0.09336745278993537,1,58,6514,1897,8353
79,65,22696.64712637697,0.2762043335929303,1,630,13858,1703,14931
80,22,23275.694138612373,0.09998998700582848,1,1463,11266,6790,16593
81,59,21285.032998205672,0.02159971958563406,1,969,6425,1575,7031
82,31,51382.03631761229,0.4500987128183121,1,532,5476,1362,6306
83,24,31343.6444281129,0.010698064017107826,1,39,8949,1884,10794
84,29,42607.47545838943,0.048004808186038285,0,3,0,0,-3
85,30,22591.017365896056,0.0639854778915233,1,231,20989,1647,22405
86,31,22245.39694697634,0.06027245757754132,1,663,5250,2663,7250
87,43,24867.06586613095,0.2602423630178695,1,33,6446,1376,7789
88,26,38720.11120519417,0.1405146009102044,1,1867,6133,2169,6435
89,26,25920.252205593682,0.01479398481814887,1,348,24894,1657,26203
90,49,27307.40819444819,0.01890599687519525,1,132,13308,1530,14706
91,73,20750.436604447605,0.2050796535061033,1,201,5315,2545,7659
92,27,35445.98323898413,0.12581859444325086,0,23,0,0,-23
93,37,34104.99457934933,0.02625964831584815,1,203,9397,3343,12537
94,21,21360.486014999056,0.05660857537372275,1,158,10093,1357,11292
95,55,31981.34351559138,0.22802820644186728,1,756,13759,2224,15227
96,35,31465.24282696422,0.01623067722965973,1,281,7776,1581,9076
97,34,46207.16109346,0.2276492321339415,0,97,0,0,-97
98,73,29820.377618612092,0.0019594640370867934,1,403,7101,1495,8193
99,52,31288.280327453438,0.04673105609841863,1,781,6263,2051,7533
100,22,25125.850819544423,0.10152318634250476,1,113,21812,1575,23274
101,32,26326.588235588402,0.4467144579849455,0,8,0,0,-8
102,66,32723.83714132555,0.0033885684920468605,1,164,9935,1377,11148
103,19,31125.292948177044,0.03935957505154634,1,1092,8303,2273,9484
104,19,79434.56094954499,0.09190989250027283,1,158,15717,2335,17894
105,18,20855.71867518211,0.13591879348421806,1,675,11661,1427,12413
106,33,22799.245229869633,0.07654440967979008,1,717,19897,1687,20867
107,62,23945.50477127393,0.014221070535785698,1,479,10579,2848,12948
108,63,25094.746259672713,0.04135349526273993,0,60,0,0,-60
109,56,28139.29599598469,0.23061562186701096,1,122,9065,1368,10311
110,65,22304.69186219434,0.2405438973675037,1,513,6005,2285,7777
111,51,20678.50074657972,0.052045394418813236,1,971,6173,2309,7511
112,36,22951.615397992296,0.07987497439658765,1,603,11878,2856,14131
113,32,27646.769607785645,0.19093125987618295,0,43,0,0,-43
114,20,21355.122693862337,0.006318817207439219,1,110,5906,2795,8591
115,32,24557.101428406957,0.1119458663478175,1,412,5819,1423,6830
116,33,30822.955604136132,0.30309636081742236,0,39,0,0,-39
117,57,31802.29326363064,0.09900312705935402,1,72,15169,1539,16636
118,27,51941.6959275831,0.38790723892606993,1,527,7300,1903,8676
119,34,25933.443202258695,0.10732969981454368,1,158,13873,1645,15360
120,49,21352.2484795708,0.05656027343619344,1,267,6169,1985,7887
121,38,26529.176144924506,0.250252539252851,0,74,0,0,-74
122,23,24513.73055149125,0.07310769490231757,1,942,6284,1424,6766
123,18,38196.69058342183,0.00908799766312303,1,794,6081,1935,7222
124,32,20424.03718668313,0.13028767131959582,1,68,11967,1430,13329
125,57,20326.290411169593,0.13770616441370276,1,800,5899,1617,6716
126,21,22843.629073491757,0.23273138809103872,1,133,5692,2198,7757
127,56,29480.644964592975,0.37452689655304766,1,1004,7078,1642,7716
128,23,30115.644846527568,0.2229612414794215,1,142,11630,3773,15261
129,21,27825.07734033682,0.05583111724436263,1,759,6619,1595,7455
130,31,20345.974668172083,0.14456951066143475,0,47,0,0,-47
131,31,23341.623242852365,0.024633413266943013,0,123,0,0,-123
132,48,38699.296058239,0.22569457035155394,0,133,0,0,-133
133,43,39780.01679612516,0.29578917670039107,1,307,7460,1533,8686
134,38,26064.855875806235,0.08459132365585331,1,784,7950,2216,9382
135,22,21035.561665183664,0.003082405859494766,1,427,28937,1350,29860
136,69,25801.877645753346,0.05562896697685022,1,179,55759,3042,58622
137,55,29070.14089853796,0.25484346295721116,0,19,0,0,-19
138,63,71070.21679173529,0.062026673456324705,0,69,0,0,-69
139,39,25144.689036696087,0.31434753337267957,1,631,7986,1674,9029
140,37,24784.520825159303,0.00072898530369692,1,404,16630,2269,18495
141,41,28414.401005690837,0.007272464446882236,1,274,5447,1679,6852
142,74,23476.10550117974,0.10408599249173987,0,4,0,0,-4
143,73,22310.224358045456,0.004777712970088163,1,191,5435,3652,8896
144,53,20839.520394376585,0.312228154700523,1,910,5880,1651,6621
145,20,20416.03061498289,0.09177058728265376,1,734,5286,2354,6906
146,50,26664.072241905433,0.016532671995341894,1,65,5772,1385,7092
147,18,21344.303978022515,0.1082950937264685,1,420,6390,2031,8001
148,20,34532.1233508432,0.13917003844699782,1,962,7404,1497,7939
149,46,23063.054139834785,0.07332913913528304,1,1422,6080,1367,6025
150,56,22208.376622090487,0.11603496182971582,1,1037,9084,1382,9429
151,41,22099.535930831542,0.1569807006284709,1,422,16625,1951,18154
152,67,21172.001550278273,0.24626101713899456,1,253,6804,6552,13103
153,74,26592.66124743742,0.03525090452642433,1,1129,5968,2265,7104
154,38,27330.280352234542,0.018917275220858683,1,432,5655,1483,6706
155,58,23291.96271826685,0.16904677879046237,1,264,5486,4464,9686
156,35,21696.13793230037,0.041180243553057855,1,80,6683,1410,8013
157,29,21144.413050310544,0.15315986119809605,1,213,5472,2342,7601
158,28,20343.727590471684,0.026298649751599512,1,1928,5249,1376,4697
159,24,42255.04829017327,0.01864217609731151,1,220,6284,1934,7998
160,45,22706.676654832645,0.060463612611953196,1,469,6761,1454,7746
161,19,21346.070480500763,0.1239063738332667,1,152,6156,1580,7584
162,31,69510.04325852347,0.09644701988310221,1,250,7005,1420,8175
163,24,25282.200657167272,0.016614634065327507,1,502,8231,1483,9212
164,21,20438.001359872796,0.04560901903624645,1,1049,6350,2144,7445
165,39,33356.91805826387,0.029916104288416213,1,404,11625,1393,12614
166,61,24096.33687488852,0.0037598072049622685,1,205,5941,1657,7393
167,19,24530.796670788168,0.041037293199929756,1,466,5610,1373,6517
168,49,22487.297631601756,0.06682793572933411,1,613,5857,1551,6795
169,18,21809.28226582382,0.03866819564737758,1,56,9120,1354,10418
170,54,29956.85663041972,0.02247993513070722,1,160,25205,1961,27006
171,31,22752.797699409708,0.07488159133279196,1,1137,6303,1897,7063
172,27,24402.4245079231,0.2749583465204747,1,295,7442,1614,8761
173,52,35926.92290536877,0.074396447701781,1,173,5242,1390,6459
174,22,28145.323466007627,0.043223440827694554,0,8,0,0,-8
175,39,46271.38360514369,0.023572023855014668,1,2789,43460,2788,43459
176,41,23078.489992197472,0.25836708194376634,1,986,5288,2601,6903
177,48,37625.23301992815,0.0739685529146838,1,55,5711,2918,8574
178,69,28978.534705847484,0.25150860674155984,1,301,5760,1918,7377
179,52,20198.773592241978,0.04533688148237471,1,72,5933,2897,8758
180,24,39996.32587478848,0.1527958962978919,1,198,5514,2346,7662
181,41,21881.383586761745,0.0015304969185109053,1,374,5917,1379,6922
182,59,24751.922837624938,0.21442286246271006,0,101,0,0,-101
183,20,21823.247702301116,0.0076988443468266644,1,1680,10854,2392,11566
184,44,24487.8348479836,0.017473334865763794,1,161,6025,1849,7713
185,29,20777.272466897026,0.044192525763073004,1,646,5246,1859,6459
186,50,23348.038926808735,0.03740218659057404,1,1226,6241,1410,6425
187,30,63193.59398445187,0.752883925407638,0,11,0,0,-11
188,27,46026.55036027151,0.07839561390370953,1,618,6574,2947,8903
189,73,23841.551866491936,0.12220098295273663,0,23,0,0,-23
190,39,28597.646990243462,0.07450685744880026,1,215,11857,2450,14092
191,52,24143.94540518658,0.08797597450895701,1,54,5732,1678,7356
192,19,22971.99518032237,0.2433436090124714,0,99,0,0,-99
193,21,21098.356284028912,0.12340309157978108,1,654,12560,1361,13267
194,29,30587.33992646935,0.202615113863559,1,604,5299,1578,6273
195,73,21110.610163934725,0.019946317711556746,1,289,6606,1404,7721
196,40,46488.7197680906,0.15343056454520326,1,171,5718,1498,7045
197,19,28498.778415639357,0.15387211904482545,0,111,0,0,-111
198,18,21736.825647409445,0.12045021200359543,0,8,0,0,-8
199,30,66534.89096138747,0.009806275762565568,1,301,12115,1792,13606
200,52,26411.14429974766,0.13866652452886694,1,268,5374,2963,8069
201,22,27129.279174768228,0.12631603975941216,1,224,7543,2164,9483
202,33,20055.593674532636,0.018134884223913406,1,584,5756,1397,6569
203,25,56632.34522391375,0.18467077925049946,1,578,6127,1854,7403
204,41,78050.07432821675,0.028231794405893112,1,227,5915,1495,7183
205,55,20193.873941352434,0.20923274184540971,0,53,0,0,-53
206,48,21613.96588705793,0.036302261899410014,1,156,7274,2858,9976
207,44,35927.66834095161,0.23846822722707975,0,188,0,0,-188
208,37,36373.81480028747,0.002683191680801281,1,670,8556,2094,9980
209,23,27025.346747048454,0.08121700562316851,1,68,11920,2954,14806
210,69,34854.24151456225,0.045493566635384126,0,35,0,0,-35
211,18,75504.98583934963,0.25755143823829374,0,51,0,0,-51
212,45,44471.304874996014,0.14096751819275938,1,737,7515,1520,8298
213,24,38306.90772224857,0.26080349660030727,1,541,8992,1439,9890
214,20,23814.039387377245,0.004515262590397213,1,574,5280,1479,6185
215,31,21895.547323509065,0.1702709441194936,1,826,46132,1430,46736
216,56,30237.66908198405,0.06582810929970818,1,550,48983,1983,50416
217,54,22953.86508352802,0.20309304499859707,1,517,12730,1454,13667
218,53,28097.981687610474,0.0026984709599675565,1,874,5706,1990,6822
219,31,23569.982500369068,0.028702389093658062,0,16,0,0,-16
220,19,24916.632702648607,0.055425299363047006,1,196,10304,1569,11677
221,28,21041.423353555943,0.42939957095323045,0,2,0,0,-2
222,51,20199.036175524685,0.38422958791626566,1,1118,7757,2230,8869
223,23,25455.569093434555,0.07235834021386622,1,911,6298,1356,6743
224,64,24705.856419842592,0.06334245003476086,1,3439,12465,1622,10648
225,32,20943.59636120577,0.14136594715610615,1,51,7134,2042,9125
226,38,23601.98835459128,0.06645934290336084,1,390,5918,2782,8310
227,20,33535.402952641256,0.06224540090644812,1,311,9619,1898,11206
228,33,20590.213365788535,0.03336975846806319,1,208,5485,2245,7522
229,70,30598.02239953801,0.3194497904776191,1,741,5509,1798,6566
230,42,23816.614472339097,0.2009553765736028,0,36,0,0,-36
231,40,24357.94596963289,0.017616470642825673,1,193,12577,2034,14418
232,74,67178.8271085214,0.010684704118828135,1,329,7304,1617,8592
233,26,28841.403735112217,0.10823783596148417,1,2137,9964,2455,10282
234,20,24962.886345107403,0.0028105559091086193,1,655,12699,1930,13974
235,40,22215.196971387053,0.06467195413611568,1,40,25726,1549,27235
236,19,29882.936359538115,0.04225001239220885,1,25,33278,1563,34816
237,72,20914.351528383555,0.02550570638562864,1,1558,7355,1932,7729
238,26,40260.824540474605,0.15711217721243673,1,511,8288,1455,9232
239,20,22769.17912329513,0.33399577243535833,0,2,0,0,-2
240,35,20356.400907391937,0.212254193031528,1,865,7086,4036,10257
241,60,23102.488767988256,0.11708892488644737,1,84,5963,1648,7527
242,42,25232.522055188194,0.07771554171464325,1,344,11176,1808,12640
243,32,20020.263035904532,0.2940133533200115,1,360,18932,1972,20544
244,38,53056.15454578728,0.15245942257246278,0,55,0,0,-55
245,23,26905.52092513685,0.08553257644075994,1,516,5812,2602,7898
246,19,28418.244307293775,0.14933773965914643,1,197,8562,1624,9989
247,42,24780.52706959546,0.009190543804152974,0,127,0,0,-127
248,43,34736.424689040796,0.08051950496413887,1,323,5622,1895,7194
249,26,24284.87610896359,0.04722788197942444,1,215,9184,2568,11537
250,37,21086.743022232367,0.13969942104107438,1,1103,6544,1436,6877
251,33,23444.07076153841,0.05848241221148562,1,516,6986,1343,7813
252,70,24821.77828685297,0.14503757926939,0,1,0,0,-1
253,23,21787.702692987932,0.15884222541415388,1,750,6706,1690,7646
254,21,31808.04861410797,0.1198999414182758,1,969,7055,2551,8637
255,40,23122.61739595558,0.3394464170994381,0,48,0,0,-48
256,75,23345.589411527686,0.10202071554312321,1,364,6460,1637,7733
257,47,20769.256970696726,0.011163586328483521,1,83,5474,1580,6971
258,58,48297.71546817242,0.07026696756055868,1,877,5982,1689,6794
259,18,31721.580554249987,0.12927514353715322,1,1136,6053,2027,6944
260,50,36051.39692207217,0.19134028693383598,0,116,0,0,-116
261,22,36468.48391632897,0.18734220492123008,1,217,5364,1543,6690
262,25,23894.146436917657,0.016010690807633093,1,485,7148,1529,8192
263,23,27179.64334789312,0.17581214272762472,1,353,6434,1778,7859
264,75,230961.04443999304,0.09921323132417899,0,45,0,0,-45
265,24,21703.983193700657,0.04887842118881498,0,39,0,0,-39
266,49,21052.302098587064,0.17354152421533428,1,967,31355,2025,32413
267,42,23303.52152008367,0.24010525585868,1,354,6572,1503,7721
268,72,21432.85925509017,0.3015187393768145,0,72,0,0,-72
269,40,22571.438862671206,0.03023719285663028,1,134,7325,3203,10394
270,18,21676.297061715824,0.054196830913036224,0,27,0,0,-27
271,45,23697.033508925968,0.1653160337164853,1,798,7712,1702,8616
272,19,22490.350509594522,0.17398464749863546,1,708,16039,1354,16685
273,20,25477.64695992973,0.11973312004846053,1,790,22480,1448,23138
274,22,20519.7278878387,0.022141224164860654,0,1,0,0,-1
275,42,27938.81796568822,0.10055364025206211,0,5,0,0,-5
276,40,21988.619705891215,0.2021060416395085,0,194,0,0,-194
277,27,21167.035706869243,0.3138987881086881,1,198,6765,1648,8215
278,39,22859.677666449028,0.05818208565314679,1,465,6500,1768,7803
279,34,26395.738284233932,0.08067327224481044,1,17,9863,1495,11341
280,51,86300.75670504376,0.09867804882548256,1,179,7790,1539,9150
281,26,28814.610318886003,0.04540111041704515,0,47,0,0,-47
282,34,24303.826098138383,0.013631319005042329,1,140,6845,1521,8226
283,65,20893.989315052248,0.09881054448324678,0,8,0,0,-8
284,28,21139.10639843456,0.13656042981668934,1,246,5358,1888,7000
285,34,27851.146898147013,0.040529511812666515,1,1397,7754,2386,8743
286,25,25180.008621278907,0.10236392329064319,1,1519,5581,1468,5530
287,66,27514.704686746532,0.14548556905436053,1,306,18369,1421,19484
288,72,23147.35698084737,0.016020156774584914,1,2197,6370,2356,6529
289,24,22560.740984982393,0.025716857329036346,1,176,10826,1455,12105
290,44,35637.21463651108,0.03362071797682784,1,997,6553,1860,7416
291,36,24392.892181467883,0.46415370078331425,0,18,0,0,-18
292,18,24433.116129715592,0.09420240598990108,1,42,6023,1529,7510
293,41,23819.834263751873,0.037080055932342336,1,82,5634,1855,7407
294,28,25705.579778592306,0.0018572637711119287,1,144,9038,1609,10503
295,34,26106.01400722759,0.0636960569124621,0,151,0,0,-151
296,61,49812.35700176159,0.046848671784645475,1,415,10488,1412,11485
297,23,20888.239076542515,0.02618654339204675,0,96,0,0,-96
298,59,22700.383403845823,0.2245945849882826,1,610,7978,1369,8737
299,19,25981.731937366854,0.03323508803449959,1,461,9166,1835,10540
300,21,30231.49161830721,0.20864822195092875,1,925,11890,1393,12358
301,57,28384.978587826845,0.10571408461394624,1,335,5305,15649,20619
302,19,64390.26633233432,0.20143930062074822,1,272,7998,1867,9593
303,25,23119.77510118174,0.10179442297851889,1,897,8019,1499,8621
304,24,31111.036663108443,0.14379555182602435,1,1026,7019,1376,7369
305,19,20475.54100032095,0.06981560074282978,1,112,5485,1591,6964
306,22,28000.12874419921,0.22189224099923685,0,5,0,0,-5
307,56,31803.10379618762,0.11300277104319194,1,539,9252,1915,10628
308,36,22641.60739532832,0.15769160349992473,1,214,5501,6748,12035
309,27,29851.0629428502,0.04003937656052063,1,24,17458,1396,18830
310,27,29407.414443498143,0.293111616982611,1,833,5400,2755,7322
311,33,22061.409245294384,0.036183265349569727,1,402,12489,1408,13495
312,59,20811.105667955748,0.17137691814971612,1,507,13527,1548,14568
313,59,27166.109693915758,0.02461438407448906,0,34,0,0,-34
314,51,20504.489872578975,0.048556294365339134,1,23,15024,1628,16629
315,26,21160.008933373523,0.0238576545818799,1,364,6842,1356,7834
316,74,33635.34177489415,0.11496027452072591,1,155,5720,1433,6998
317,59,29827.994503673384,0.17256348401820557,1,120,8530,1456,9866
318,35,26153.395480054154,0.054530129560480985,1,543,5381,4622,9460
319,60,36093.79570564034,0.08931129919000777,1,627,12230,1460,13063
320,69,53910.02181219588,0.03274626354141664,1,863,36632,2513,38282
321,39,20820.106801570968,0.05408876595396622,1,91,7005,2308,9222
322,63,21408.768452988552,0.05112280594459882,1,721,10625,1383,11287
323,45,27793.211772334227,0.00031702342098770026,1,1180,5690,1371,5881
324,52,30385.24473496293,0.06462875792859453,1,309,5419,1794,6904
325,62,21794.988087009006,0.3339694310548498,0,22,0,0,-22
326,31,21952.084716228026,0.11572434772629059,1,907,5830,1476,6399
327,58,28173.577818253532,0.08272606211048877,0,85,0,0,-85
328,45,20765.743096702732,0.35541519818616896,1,462,13255,3149,15942
329,29,24587.350280121653,0.08801130176365678,1,447,7187,2629,9369
330,61,22254.54518336393,0.0058151329733765475,1,220,11678,2543,14001
331,28,40914.31723258985,0.040997981166971835,1,387,7368,2512,9493
332,18,21817.47914666376,0.07873703995473598,1,139,5523,1398,6782
333,41,34221.65412044484,0.02097401240598832,1,126,10017,1408,11299
334,71,21282.99296364772,0.016061767601277532,0,33,0,0,-33
335,45,28318.524186674218,0.0369595235194188,1,880,6477,1628,7225
336,29,26466.1878131243,0.15240259788213456,1,969,6203,1812,7046
337,21,27172.147963325886,0.42302033798095035,1,291,6809,1754,8272
338,55,38305.46045427013,0.1563419829350912,1,72,6172,1661,7761
339,24,20757.62708249524,0.5317222048999168,0,5,0,0,-5
340,23,34597.39418671171,0.08865676840960876,1,71,5275,3470,8674
341,31,39608.400461983554,0.10946358572755062,0,17,0,0,-17
342,43,20666.506846293192,0.012964780480659735,1,2566,5791,1854,5079
343,31,28770.71935855207,0.0838422221790503,1,524,7578,1373,8427
344,35,20516.843686709697,0.013457417386800579,1,417,9707,1499,10789
345,39,38495.25951670532,0.1387323491724976,1,583,6096,1389,6902
346,52,22839.759848785503,0.03904402663992389,1,533,11216,2533,13216
347,20,23972.329871903035,0.0458997480350614,1,373,18146,1831,19604
348,43,24505.105051607698,0.10242774957460138,1,893,7990,1557,8654
349,19,27533.677576688573,0.006545046311022847,1,464,5258,1638,6432
350,68,38172.2345466684,0.02398832843414052,1,1904,12088,1541,11725
351,61,23640.9216860542,0.08102778354631578,0,35,0,0,-35
352,75,25061.605701859393,0.21021508717960746,1,93,8496,2160,10563
353,52,24394.966589216783,0.13803794042787013,1,186,12200,2400,14414
354,66,50411.718772397246,0.12313128373311072,1,153,5687,1526,7060
355,59,23288.66252880431,0.05458086436004721,1,662,6663,2169,8170
356,18,21818.11533792486,0.17094407476362977,0,6,0,0,-6
357,49,49971.56412350371,0.023832962489118537,1,127,9609,1333,10815
358,45,33035.23032962985,0.1367677981785227,1,614,6364,1732,7482
359,25,58197.09348046403,0.027528502294817785,1,530,7267,1594,8331
360,62,34285.43255584277,0.037114650418233794,0,52,0,0,-52
361,29,51460.594200077445,0.058928120152392224,1,348,12161,2514,14327
362,33,32363.648073760025,0.12526309053853024,1,279,7501,1574,8796
363,60,24392.658769423604,0.2125196708062501,1,660,32706,2124,34170
364,21,25165.775424969754,0.06325160777075121,1,1098,5674,3021,7597
365,25,38227.29792319964,0.06388657986056846,1,977,6270,1368,6661
366,37,25054.366160534486,0.23982305193006512,1,348,9999,2046,11697
367,49,21066.908592960186,0.06025034889984764,1,100,12382,1525,13807
368,26,33119.68011156326,0.13588445550089787,1,505,6400,2730,8625
369,25,28637.23755349701,0.12734855626442732,1,271,8920,1464,10113
370,18,26859.524292738304,0.17363629557101884,1,60,5954,1928,7822
371,48,23353.41040942194,0.13590789047536037,1,186,23018,1402,24234
372,25,44029.63398538285,0.10146003427585047,0,98,0,0,-98
373,23,21609.274057615257,0.0033752089016205215,1,1104,7680,1850,8426
374,26,33155.27886450589,0.1214578952863945,1,1225,5839,1414,6028
375,61,43449.6798936299,0.22377909945499339,0,68,0,0,-68
376,62,37160.34433258712,0.24678319103905436,1,266,9600,1889,11223
377,20,20534.74264526701,0.14125524578642168,1,118,5731,1374,6987
378,42,29702.753623449567,0.10448616521006368,1,101,12725,1500,14124
379,35,24897.843843578925,0.18281735442958977,1,846,7628,1460,8242
380,62,25169.47232418048,0.22157691389398315,1,1303,10863,1798,11358
381,60,28343.648452448615,0.022566541090088196,1,682,7836,1560,8714
382,44,22739.40248918177,0.12563460959952874,0,38,0,0,-38
383,24,69950.59566006577,0.06247263581500712,1,466,5625,2517,7676
384,20,29560.05803651633,0.11711940805464183,1,177,6878,1606,8307
385,19,40026.66990179977,0.19686479490395525,1,720,13993,1935,15208
386,32,21035.399111288043,0.08499604458661814,1,651,6556,1336,7241
387,55,32028.64114110726,0.11207333288062422,1,944,10809,1620,11485
388,21,26399.981477559097,0.11071376521513088,0,19,0,0,-19
389,24,20939.508851691742,0.13942895758980395,0,2,0,0,-2
390,74,25889.765547477447,0.05115539067178395,1,222,5774,1614,7166
391,33,92969.06512167625,0.010037988876292713,1,2013,14062,1619,13668
392,71,24646.193472001614,0.09252670971030721,1,87,10642,1474,12029
393,28,24611.6492830451,0.22512485355333492,0,27,0,0,-27
394,29,24533.741741451657,0.09640713254184993,1,1144,5279,3965,8100
395,18,21342.333801260876,0.05996402009722461,1,408,8531,1533,9656
396,73,31119.7812011121,0.1379645306498475,1,120,6160,1565,7605
397,23,21200.724568395675,0.06052035579519571,0,19,0,0,-19
398,35,26904.260929748434,0.08434473997410896,1,1152,7240,1526,7614
399,24,46443.13318670987,0.10944872452851101,1,931,10354,1447,10870
400,18,24363.883741790003,0.2375223488698535,0,9,0,0,-9
401,49,33411.89389295482,0.18547270892019757,1,296,9349,1640,10693
402,48,27475.990575767944,0.04691270827509255,1,249,7080,3959,10790
403,18,27102.743832947574,0.013915088348180222,1,82,5324,1397,6639
404,38,26690.494082225872,0.1253567195947604,1,323,8133,1359,9169
405,45,33455.1469533422,0.04912178668357057,1,1248,45330,1426,45508
406,21,26427.100768067947,0.07855501676605631,1,465,7126,1893,8554
407,19,23890.007100470455,0.15478585492481514,1,858,8647,1517,9306
408,40,28088.10898586935,0.19489046049182904,0,3,0,0,-3
409,20,20705.580921743604,0.2631471117845441,1,431,5591,3129,8289
410,49,20014.222123710373,0.04080582276462583,1,1062,5596,1943,6477
411,18,67158.25423785894,0.07079322746537892,0,21,0,0,-21
