ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
132,43,63164.071228114415,0.028411251679933084,1,1661,11142,1761,11242
133,41,29156.3759147634,0.2832641870056945,1,77,7515,1413,8851
134,48,26141.07420136796,0.22906400124675552,1,125,5704,2495,8074
135,60,22839.3782875379,0.007574236466930037,1,238,7512,1580,8854
136,33,24085.412131756624,0.0914241925193904,0,24,0,0,-24
137,22,151427.5998008004,0.11000330680019649,0,17,0,0,-17
138,27,20233.452035235794,0.025931880720425345,1,1060,5672,2448,7060
139,56,20132.430221420647,0.009846531331498752,1,1176,9167,1384,9375
140,24,20449.911132887337,0.2294368071525346,1,1172,8545,1880,9253
141,70,22482.113504242392,0.044688554164583165,1,251,6627,1448,7824
142,36,50108.80766416228,0.20399581028892094,1,701,13051,1396,13746
143,64,22983.183504881727,0.11020063739702289,0,34,0,0,-34
144,27,37609.00212536425,0.34632934519657005,1,860,7105,3537,9782
145,46,51485.34175722142,0.06578574349033699,1,230,8610,1424,9804
146,39,25975.81789098096,0.19426672997307773,1,306,8509,2239,10442
147,42,52614.131121451246,0.016730020845561414,1,1154,58772,4037,61655
148,32,21569.874514677493,0.27151994352926695,1,146,5284,1435,6573
149,36,26425.583931410354,0.03220921801755584,0,5,0,0,-5
150,66,44542.30346256213,0.14200684943142358,0,32,0,0,-32
151,21,20927.770360782706,0.17315101008986122,1,80,25786,2270,27976
152,18,26574.71508026834,0.10852730474154097,1,411,6500,1469,7558
153,44,21885.489373459146,0.12818291023141115,0,47,0,0,-47
154,27,24195.53150239887,0.016614974314037,0,23,0,0,-23
155,19,25776.150945370162,0.014088368098814428,1,633,9542,1362,10271
156,71,26976.844217095688,0.06042466118417622,1,90,7052,1560,8522
157,67,33159.28983903629,0.10022650854792961,1,326,5382,1594,6650
158,20,21194.25278243768,0.40828629199151545,0,37,0,0,-37
159,23,30275.128860570163,0.09844516553348016,1,929,7962,1739,8772
160,40,21339.591846026608,0.006117137762469708,1,1438,6253,1484,6299
161,32,53513.553915866374,0.05754067419055149,0,24,0,0,-24
162,68,20016.52942644078,0.11684896145671629,1,868,13262,1647,14041
163,31,20708.20148833519,0.03524342498394769,1,340,5651,2768,8079
164,30,37260.434330256394,0.010777054082072128,1,680,9050,1438,9808
165,28,23560.392294577276,0.23707774984983862,1,420,19825,1589,20994
166,60,26514.65095811479,0.12480145052971206,0,25,0,0,-25
167,62,39508.19631120226,0.026211977921297223,1,209,5531,1645,6967
168,74,29147.872655356372,0.042593647781953695,1,551,5980,1458,6887
169,43,31984.3843441453,0.018267249076569868,1,558,5915,1716,7073
170,35,20787.279145182805,0.0885492880568984,1,574,10631,1349,11406
171,52,57680.26084155688,0.12555209332046724,1,602,8518,1937,9853
172,65,23897.14918830752,0.2134904051649081,1,81,8276,2646,10841
173,28,21664.589835851497,0.017040576227281293,1,221,19585,1489,20853
174,60,48631.3223823632,0.18083171286788383,1,144,6029,1816,7701
175,29,22572.707900708796,0.015137957851224366,0,40,0,0,-40
176,73,35764.89393569266,0.20510859099358142,1,188,10271,3004,13087
177,67,24222.27019105692,0.006349809743999915,1,1983,10865,1412,10294
178,43,28551.95959468787,0.16673024560844354,0,39,0,0,-39
179,52,21003.3856320669,0.17680872876031015,1,113,6480,2179,8546
180,34,22414.50379469649,0.08249315538242459,1,969,5253,1393,5677
181,48,24185.257040611225,0.10780869569198376,1,263,7183,1378,8298
182,47,21295.99113717948,0.09470817256965239,0,3,0,0,-3
183,56,24112.1977878587,0.08894853786333662,0,129,0,0,-129
184,64,27556.108048190425,0.13804699191260533,1,557,9135,1364,9942
185,56,32034.86178938735,0.07060197070287755,1,666,13689,1405,14428
186,31,29811.96918680086,0.13879444213539321,1,307,11651,1542,12886
187,31,24444.98606074756,0.20485057797181744,0,28,0,0,-28
188,32,20042.606230565707,0.11459370252852957,0,30,0,0,-30
189,28,27911.952411284634,0.10929347612270907,1,253,8417,1375,9539
190,34,20910.540045429734,0.013800657010639449,1,205,6256,2538,8589
191,59,27849.81265685231,0.28358634803725347,0,36,0,0,-36
192,45,23684.97622944724,0.32431118594935743,0,8,0,0,-8
193,39,42655.47582895719,0.13961460947362708,0,55,0,0,-55
194,54,21848.008298758796,0.10963215938817933,1,587,10956,1555,11924
195,56,25773.190759016674,0.01240689877446123,1,263,24461,1349,25547
196,32,27850.58716627585,0.029154580435762755,1,244,5292,1502,6550
197,20,117360.08370895965,0.00015094789389738855,1,806,5574,1624,6392
198,47,32232.22966171277,0.12394003513923209,0,25,0,0,-25
199,74,20829.653206729836,0.043064818177644466,1,820,12928,1433,13541
200,60,22362.60867814268,0.40535556439933507,1,155,11127,1351,12323
201,27,21911.423840961932,0.031981312109216495,0,10,0,0,-10
202,27,40463.70657600192,0.12528406123492,0,22,0,0,-22
203,39,21110.240269836064,0.048693339128528884,0,25,0,0,-25
204,51,23764.70623261458,0.3323734385584474,1,249,18868,1618,20237
205,33,26186.11250907975,0.243520987060647,0,88,0,0,-88
206,41,23768.202986920314,0.2215154159999634,0,55,0,0,-55
207,25,20039.477284618377,0.33834961589337303,0,35,0,0,-35
208,54,22876.84864237708,0.044743942236572534,1,232,5580,1368,6716
209,31,22626.57791722889,0.03845709737223762,1,791,5492,1400,6101
210,47,20281.559188356045,0.02065185614868721,1,246,11115,1938,12807
211,29,41978.703184213125,0.16559888451520607,0,6,0,0,-6
212,52,22332.937013733932,0.04169982009571666,1,1252,6844,1753,7345
213,43,24463.13878256555,0.06330306637992589,1,362,14088,1451,15177
214,52,23080.0331978114,0.4095359895422218,0,97,0,0,-97
215,18,22785.73215178594,0.34970028254594726,0,43,0,0,-43
216,54,27103.756993968647,0.127859261368247,1,513,7085,3473,10045
217,24,20212.95765644975,0.13289859572806592,0,8,0,0,-8
218,28,29007.199643838383,0.2960310889770075,1,334,5811,5051,10528
219,51,24930.453385292934,0.30931893576111846,1,518,5348,1492,6322
220,54,33262.760070270364,0.16738491705257455,1,308,10827,2885,13404
221,21,29033.196117935346,0.032122361374167664,0,12,0,0,-12
222,61,102519.20670451407,0.033301770397295795,0,44,0,0,-44
223,37,20069.45983251386,0.18714115833270048,1,49,27706,3930,31587
224,30,27153.25357766405,0.0917075488742598,0,42,0,0,-42
225,19,45206.10052452821,0.5608740587808049,1,154,12424,2039,14309
226,38,22266.50473828321,0.10447756639189777,0,26,0,0,-26
227,68,33434.888153369415,0.049496069058940766,1,698,8907,1366,9575
228,52,27100.057237301273,0.10589045588299051,1,402,16239,1408,17245
229,21,20094.68834441581,0.12869166238408838,1,359,6751,1778,8170
230,52,20637.409380923847,0.08329263742107228,1,329,5860,1473,7004
231,26,24167.296804815025,0.11319955310519106,0,25,0,0,-25
232,65,34171.78644379946,0.022795119609406327,0,7,0,0,-7
233,32,25271.28305739154,0.2704572988514052,0,45,0,0,-45
234,52,20512.686911127064,0.12081404203686279,1,108,7323,1435,8650
235,19,41902.842989841185,0.030914971934830712,1,194,7577,1634,9017
236,26,22804.292557844095,0.10783586045422959,1,2573,12731,1739,11897
237,19,20602.55843016894,0.09511863380293502,1,282,7108,1352,8178
238,18,40084.86248890631,0.20236077191711574,0,97,0,0,-97
239,41,26312.318088766373,0.0038115344481778816,1,475,5855,1792,7172
240,46,25039.342291083947,0.04642139404269527,1,156,13221,2157,15222
241,58,21599.638677703584,0.08756587684412961,1,49,6635,1988,8574
242,58,37140.19460059285,0.010646359035087444,1,206,5769,1716,7279
243,47,125980.51090050873,0.09513672550719847,0,0,0,0,0
244,22,21101.94301338227,0.08648492460414867,0,15,0,0,-15
245,40,38239.08058360919,0.04738635957735503,0,23,0,0,-23
246,27,28294.8696748389,0.011571821175273198,1,462,7287,1430,8255
247,21,26770.303347445413,0.07268386219734997,0,4,0,0,-4
248,26,21936.918960550705,0.22258569220829683,0,29,0,0,-29
249,47,20079.281108291332,0.1627869116495152,1,805,8033,1549,8777
250,20,31278.125918474423,0.0476242952286606,1,224,5379,1550,6705
251,44,20068.7921659753,0.05803471794837449,1,769,15200,1340,15771
252,50,50194.14362195421,0.0716974372696125,1,249,8515,4369,12635
253,74,22206.079365412905,0.17869333359881617,1,245,12230,1582,13567
254,49,21070.683612875615,0.09721816669163273,1,61,9134,6629,15702
255,51,31747.298177896806,0.2321759790548248,0,0,0,0,0
256,20,24460.773395358712,0.30341252851371503,1,662,6703,2184,8225
257,52,21184.958395614547,0.23549661754144288,0,94,0,0,-94
258,25,30959.234174006026,0.0422105039859446,1,290,7113,2000,8823
259,29,25465.918892569396,0.11889126817094513,1,12,6157,3061,9206
260,26,20363.461283049288,0.21091981373930282,1,201,6155,1347,7301
261,35,50047.09311714792,0.3821549591570366,1,465,12699,1943,14177
262,28,24033.32148354646,0.3944046057788637,0,33,0,0,-33
263,40,29915.08298928444,0.14122464885022054,1,198,6539,1821,8162
264,35,22322.932094723,0.15665153189450934,1,1213,8933,1684,9404
265,18,26837.203291492526,0.03076487767466875,0,1,0,0,-1
266,72,20220.52340138041,0.14700747522138896,1,42,10868,3004,13830
267,44,26324.582514367663,0.02280330032103755,1,685,9806,4018,13139
268,45,51198.77219532688,0.04520108255792124,0,34,0,0,-34
269,25,24078.39907138362,0.1119103025216487,1,747,34404,2699,36356
270,42,20929.055468787028,0.012801999305064662,0,139,0,0,-139
271,19,21246.774690476403,0.08988943184206412,1,817,28821,1727,29731
272,25,21584.13517440695,0.28052779753890533,1,946,5430,1453,5937
273,40,29433.30776001399,0.31045852983528005,0,30,0,0,-30
274,20,24546.04014378766,0.04514846236433401,1,320,14169,2588,16437
275,56,35466.67527853822,0.0581364554580463,1,110,20122,1640,21652
276,40,20014.30577670294,0.25748431461077287,0,44,0,0,-44
277,60,21878.583152762854,0.10319209235930499,1,573,9372,1339,10138
278,33,25647.508479464606,0.05902148953499075,1,1033,13965,1430,14362
279,51,21465.655824942773,0.15111471069769797,1,461,18927,1781,20247
280,23,23197.487386044275,0.02896550218735871,1,63,5972,1580,7489
281,18,24832.62925810813,0.13316853480232843,0,16,0,0,-16
282,29,26557.099725021126,0.2684098309934178,0,69,0,0,-69
283,18,20235.26306452022,0.15802320729729924,1,1030,5567,1934,6471
284,42,45338.18766306086,0.013420125773892282,1,559,5523,2563,7527
285,19,27120.262340393765,0.23012043736053522,1,1633,5756,1373,5496
286,74,20156.937718127665,0.0832104119356811,1,448,8216,1452,9220
287,30,20110.95816444957,0.027890647504969834,1,47,20293,2614,22860
288,44,20741.764896904322,0.22168259878334542,1,677,8327,1701,9351
289,26,33930.10409767959,0.12929860482066882,1,261,7077,3682,10498
290,75,29543.05239752563,0.06700340887730631,1,609,8867,1572,9830
291,64,20892.321651027643,0.1221217243819942,1,153,6992,1639,8478
292,19,29846.623949599692,0.0773801149679589,0,15,0,0,-15
293,67,33850.30573457983,0.038809127300885336,1,95,5618,6603,12126
294,24,21042.541060756572,0.00451862757218214,1,2074,5355,2332,5613
295,23,44330.61809805054,0.08488809059874859,1,79,10397,1412,11730
296,32,22013.47072288514,0.0226658341779654,1,693,6160,1780,7247
297,46,46188.56264387962,0.12078666027801048,1,454,5531,1462,6539
298,42,36243.99961751473,0.0009824240906898662,0,32,0,0,-32
299,47,27554.179557453353,0.1494966312510513,1,257,6283,2568,8594
300,38,28817.378907337206,0.19854464329130045,1,469,6590,1885,8006
301,42,25172.32430976746,0.060456508657905035,1,864,5344,1833,6313
302,73,27384.277968461356,0.20619817161070916,1,1837,7869,1869,7901
303,27,25029.00319801337,0.12076328036023064,0,10,0,0,-10
304,32,20335.044679243787,0.06751116731299646,0,17,0,0,-17
305,33,23002.956398944792,0.12124931791968285,1,541,6800,2320,8579
306,40,43378.66322117884,0.19135597962936177,1,144,5878,1977,7711
307,30,29050.301355904707,0.08904775951691649,1,1608,12345,1484,12221
308,32,30579.31993611952,0.1913092897487179,1,1388,8054,1687,8353
309,27,22065.33881310761,0.16580790958738287,1,704,11093,2084,12473
310,30,23644.50713226177,0.008198765701159266,1,33,7216,4347,11530
311,35,28769.219321967015,0.1417736504210642,1,182,13215,1601,14634
312,68,20063.668502491313,0.12762967405640918,1,229,5813,1774,7358
313,50,26256.688849667782,0.16283165982143252,0,31,0,0,-31
314,43,23526.28270993542,0.28185791312423275,0,24,0,0,-24
315,24,23805.163085046563,0.06960194447356961,1,502,6130,1854,7482
316,29,21830.345654549776,0.24468504351750472,0,30,0,0,-30
317,24,26443.19817362357,0.0025954403410613593,0,47,0,0,-47
318,23,27347.955687383906,0.17234566755655772,0,112,0,0,-112
319,55,35818.32266436455,0.16604157969068195,0,243,0,0,-243
320,61,20253.04214428193,0.2795726465079282,1,122,7143,1390,8411
321,41,22782.32273075202,0.028016294079787604,1,710,10973,2009,12272
322,40,21288.69187248824,0.12437792733032821,1,312,8105,1525,9318
323,34,20039.75179920661,0.028152834212385996,1,352,5671,1541,6860
324,19,21590.86513450179,0.20564354315601865,1,1173,7267,2615,8709
325,20,21118.983042208103,0.05174285440490114,0,6,0,0,-6
326,46,29851.96560141916,0.08708421507632325,1,848,5591,1761,6504
327,25,22490.76373581166,0.006903951944000211,1,59,7589,2563,10093
328,44,34220.23118676831,0.02580495008475549,1,86,5613,1362,6889
329,24,28317.45981900443,0.09914121480164305,1,397,5906,1447,6956
330,43,20220.479137297927,0.10102864169045812,1,211,13313,1927,15029
331,60,21092.35727886175,0.005685596141991943,1,377,7585,2067,9275
332,19,21577.685480111217,0.023963087729434066,1,1319,8101,2695,9477
333,22,21045.962733101394,0.015777174603642828,0,25,0,0,-25
334,37,28463.582510272005,0.12432279161604479,1,244,5450,1681,6887
335,51,20936.205487318468,0.16622767239412367,1,567,6279,1342,7054
336,20,26267.686228838,0.13167880276159627,1,62,7786,5666,13390
337,19,23101.75657979214,0.1401472452015831,1,383,10447,1875,11939
338,36,29124.23903891783,0.1326044186024662,1,305,8783,2105,10583
339,19,31220.87223456687,0.050060182274892145,1,1318,7951,1552,8185
340,27,31222.649046372542,0.016561611760817347,1,280,6137,1542,7399
341,40,30444.980239738707,0.045055596330775584,1,14,8121,1972,10079
342,24,29518.693149952604,0.09329304724273864,1,512,7093,1628,8209
343,42,24116.213648390276,0.12087785187915075,1,2328,17017,1910,16599
344,52,39026.392946316635,0.35424189009343654,0,48,0,0,-48
345,29,39599.710331604874,0.032592115854585504,1,128,5288,6271,11431
346,46,28070.385418319824,0.02058395463484552,1,63,7373,1532,8842
347,27,21810.569250690907,0.005388798357822182,1,689,8329,1830,9470
348,50,23421.43964904133,0.008132103463009131,0,143,0,0,-143
349,30,21712.002479829152,0.012006310281041842,1,297,5321,1462,6486
350,23,29255.05129239605,0.044132145543881465,1,408,8018,1651,9261
351,57,25796.496494959974,0.03695027342453871,0,137,0,0,-137
352,21,20846.051220862675,0.05486736603513998,1,512,5252,1851,6591
353,25,27597.408292187236,0.19477197055481915,1,502,7179,1793,8470
354,26,26898.718237222085,0.02515549208365338,1,118,5627,2266,7775
355,66,31346.92188527496,0.059443322079498845,1,14,8247,1878,10111
356,43,25698.956871274826,0.38008288719059685,0,99,0,0,-99
357,59,21195.42610424354,0.0878401870494541,1,290,7532,1348,8590
358,29,21554.11139498549,0.12778290961500122,1,1372,6036,1470,6134
359,65,36897.23274181537,0.0435770338689415,1,330,5280,1569,6519
360,47,34313.57580078268,0.21181010788446908,1,809,12957,1565,13713
361,74,21862.968030385357,0.18530602670490692,0,76,0,0,-76
362,27,33144.381888949785,0.26451104773594536,1,1019,6981,3257,9219
363,39,36174.30395427195,0.05883083340103243,1,33,8978,1567,10512
364,52,75958.5650539432,0.16760437576135323,1,618,5311,2105,6798
365,26,35265.64646838152,0.043606313907808274,0,169,0,0,-169
366,32,48793.34733916153,0.058318384973517226,1,119,7449,1513,8843
367,75,28880.205886895994,0.22107992182508668,0,1,0,0,-1
368,50,22985.03827183121,0.19570875912352348,0,51,0,0,-51
369,34,20520.086634104206,0.06438165625415668,1,1605,6746,2485,7626
370,56,28226.3764008531,0.25568990293031285,1,208,6369,2204,8365
371,54,21645.99723315002,0.20942799799094552,0,20,0,0,-20
372,27,29175.712915834894,0.004120517513871428,1,708,6228,6950,12470
373,62,24866.31434091616,0.1821655807685764,1,113,5257,1385,6529
374,43,20041.066022607607,0.3225510057971817,1,232,5296,2392,7456
375,63,20844.877335784666,0.3386261131091975,1,129,6630,1882,8383
376,26,39513.29851835499,0.14707373859327913,1,1055,14994,1507,15446
377,50,45162.46104770759,0.20980687102466894,0,122,0,0,-122
378,61,28334.09576673571,0.04725317372340663,1,143,5460,1543,6860
379,39,31561.179085165197,0.09545031931718058,1,1692,19476,1534,19318
380,50,24253.048486883265,0.05799365148218927,1,753,9698,2247,11192
381,19,56288.642830134064,0.21810865495875445,0,5,0,0,-5
382,62,26714.512350498648,0.03386278127733831,1,1970,9561,1534,9125
383,75,33231.95097339208,0.04336449357170242,1,399,7297,1898,8796
384,54,35343.917597301384,0.1076267630908344,0,33,0,0,-33
385,32,88885.38018169267,0.3154622655587605,1,442,7254,1412,8224
386,27,24983.57236610297,0.05542748732963038,1,494,8693,2125,10324
387,29,35285.29297692704,0.020070457642219895,1,609,7749,1558,8698
388,36,23301.54767498917,0.2875914466056938,1,227,7378,1548,8699
389,52,21276.32796222746,0.3179008080548723,1,341,6949,1590,8198
390,20,28730.75842833822,0.06092169182224575,1,413,5334,1886,6807
391,27,21483.980235707146,0.15212054952273496,1,400,7970,4255,11825
392,24,23544.036931633967,0.13502593659826637,1,1283,5964,1862,6543
393,61,23829.86391920378,0.15995381838125083,1,141,6285,2262,8406
394,23,25234.29101432999,0.19105509838429818,0,11,0,0,-11
395,40,44345.40052697239,0.0022562542737269474,1,928,27268,1386,27726
396,52,23792.910328332222,0.09713292391699871,1,51,7885,1549,9383
397,25,40367.17482529394,0.03339864359349837,1,109,9274,1414,10579
398,19,21245.1696619781,0.058195969226164504,1,595,6245,2262,7912
399,24,22592.075448737287,0.06447076639408048,1,888,6622,14495,20229
400,27,43687.966574075464,0.007857077865707256,1,228,12593,1361,13726
401,65,31773.16924530906,0.1379596760958438,1,233,6119,2129,8015
402,73,23492.485061095398,0.015533223387961785,1,751,8288,1393,8930
403,74,64662.088256904084,0.3255687810925861,1,255,8932,1383,10060
404,43,23493.41591760901,0.06452005967787684,1,134,5812,2034,7712
405,31,20890.372427936734,0.10368248892370283,1,459,6196,1528,7265
406,68,26019.348272564064,0.17967251156385006,1,232,5920,1396,7084
407,26,20521.225260833213,0.01081178811075311,1,1286,6036,1359,6109
408,23,21689.48838610669,0.272641213009494,0,40,0,0,-40
409,47,23572.968940915274,0.033498436600931956,1,1008,10633,1904,11529
410,44,45788.94735697352,0.010465584411105988,1,181,7863,1687,9369
411,24,27722.410460462917,0.13323741716072862,0,16,0,0,-16
412,27,22448.734666491313,0.07762483656502792,1,102,5846,1632,7376
