ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
134,1,1,390,1533,1143
135,1,0,61,0,-61
136,1,1,270,1471,1201
137,1,0,27,0,-27
138,1,0,54,0,-54
139,1,0,4,0,-4
140,0,0,10,0,-10
141,1,0,51,0,-51
142,1,1,623,1230,607
143,0,0,28,0,-28
144,1,0,46,0,-46
145,0,0,43,0,-43
146,1,0,10,0,-10
147,0,0,21,0,-21
148,0,0,44,0,-44
149,1,1,713,1316,603
150,1,1,322,2466,2144
151,1,0,127,0,-127
152,1,1,715,2251,1536
153,0,0,115,0,-115
154,0,0,47,0,-47
155,1,0,15,0,-15
156,1,0,97,0,-97
157,1,1,169,1275,1106
158,1,1,192,1209,1017
159,1,1,539,1247,708
160,1,1,753,1433,680
161,1,1,345,1625,1280
162,1,1,458,2381,1923
163,1,1,157,1422,1265
164,1,1,454,1365,911
165,0,0,16,0,-16
166,1,1,574,1219,645
167,1,0,14,0,-14
168,1,1,92,1293,1201
169,0,0,5,0,-5
170,1,0,19,0,-19
171,1,0,2,0,-2
172,0,0,4,0,-4
173,0,0,93,0,-93
174,1,0,37,0,-37
175,0,0,120,0,-120
176,1,0,76,0,-76
177,0,0,80,0,-80
178,0,0,94,0,-94
179,1,1,591,1426,835
180,1,1,187,2350,2163
181,0,0,2,0,-2
182,1,0,88,0,-88
183,1,1,161,1286,1125
184,1,0,8,0,-8
185,0,0,58,0,-58
186,0,0,34,0,-34
187,1,0,9,0,-9
188,0,0,30,0,-30
189,1,1,353,1481,1128
190,0,0,30,0,-30
191,0,0,9,0,-9
192,1,0,111,0,-111
193,1,1,738,1362,624
194,0,0,22,0,-22
195,0,0,3,0,-3
196,0,0,48,0,-48
197,1,0,87,0,-87
198,1,0,3,0,-3
199,1,0,5,0,-5
200,1,0,25,0,-25
201,1,1,102,1256,1154
202,1,0,19,0,-19
203,1,1,670,2375,1705
204,0,0,0,0,0
205,1,1,183,1215,1032
206,1,1,110,1224,1114
207,1,0,26,0,-26
208,1,1,577,1515,938
209,0,0,4,0,-4
210,1,0,79,0,-79
211,1,1,60,1256,1196
212,1,0,78,0,-78
213,1,0,50,0,-50
214,0,0,37,0,-37
215,1,1,253,1214,961
216,0,0,13,0,-13
217,1,0,0,0,0
218,0,0,97,0,-97
219,0,0,180,0,-180
220,1,1,208,1252,1044
221,1,0,3,0,-3
222,0,0,6,0,-6
223,0,0,66,0,-66
224,0,0,54,0,-54
225,1,0,42,0,-42
226,1,0,127,0,-127
227,1,1,362,1361,999
228,0,0,63,0,-63
229,1,1,1037,1331,294
230,0,0,0,0,0
231,1,0,1,0,-1
232,0,0,15,0,-15
233,1,0,280,0,-280
234,1,1,393,1764,1371
235,0,0,173,0,-173
236,0,0,7,0,-7
237,1,1,54,1228,1174
238,0,0,40,0,-40
239,1,0,51,0,-51
240,1,0,43,0,-43
241,0,0,14,0,-14
242,1,0,64,0,-64
243,0,0,28,0,-28
244,0,0,39,0,-39
245,0,0,131,0,-131
246,0,0,48,0,-48
247,1,1,343,1368,1025
248,1,1,174,1300,1126
249,1,0,14,0,-14
250,0,0,16,0,-16
251,1,0,19,0,-19
252,1,1,224,1204,980
253,1,1,261,1329,1068
254,0,0,54,0,-54
255,0,0,71,0,-71
256,1,1,248,1277,1029
257,1,0,12,0,-12
258,1,1,1393,1368,-25
259,0,0,24,0,-24
260,1,1,1074,1231,157
261,0,0,28,0,-28
262,1,1,819,1281,462
263,1,1,279,1741,1462
264,1,0,25,0,-25
265,0,0,12,0,-12
266,1,0,8,0,-8
267,0,0,7,0,-7
268,1,1,88,1667,1579
269,0,0,9,0,-9
270,0,0,41,0,-41
271,1,0,71,0,-71
272,1,0,161,0,-161
273,1,1,559,1229,670
274,0,0,57,0,-57
275,0,0,93,0,-93
276,1,0,79,0,-79
277,1,0,31,0,-31
278,0,0,98,0,-98
279,0,0,28,0,-28
280,1,0,59,0,-59
281,0,0,64,0,-64
282,1,0,82,0,-82
283,1,1,342,1208,866
284,0,0,73,0,-73
285,0,0,39,0,-39
286,1,0,54,0,-54
287,1,1,217,1420,1203
288,1,0,67,0,-67
289,1,0,8,0,-8
290,1,1,1075,1794,719
291,1,1,1785,1270,-515
292,1,1,353,1478,1125
293,1,1,97,1632,1535
294,1,0,106,0,-106
295,1,0,40,0,-40
296,0,0,22,0,-22
297,1,0,88,0,-88
298,1,0,29,0,-29
299,0,0,28,0,-28
300,1,0,61,0,-61
301,0,0,114,0,-114
302,1,1,332,1336,1004
303,1,0,39,0,-39
304,1,1,286,1359,1073
305,1,1,532,1259,727
306,1,1,1179,1469,290
307,1,1,48,1335,1287
308,0,0,23,0,-23
309,1,0,37,0,-37
310,1,0,50,0,-50
311,0,0,58,0,-58
312,0,0,31,0,-31
313,0,0,104,0,-104
314,1,0,6,0,-6
315,0,0,14,0,-14
316,0,0,7,0,-7
317,0,0,21,0,-21
318,1,0,32,0,-32
319,1,1,1534,1356,-178
320,1,0,24,0,-24
321,1,0,36,0,-36
322,0,0,10,0,-10
323,0,0,2,0,-2
324,1,0,3,0,-3
325,1,1,505,1840,1335
326,0,0,5,0,-5
327,1,0,3,0,-3
328,0,0,3,0,-3
329,0,0,46,0,-46
330,0,0,20,0,-20
331,1,0,12,0,-12
332,0,0,7,0,-7
333,1,1,384,1267,883
334,1,1,442,1208,766
335,0,0,3,0,-3
336,1,1,160,1303,1143
337,0,0,29,0,-29
338,0,0,116,0,-116
339,0,0,38,0,-38
340,0,0,4,0,-4
341,1,0,22,0,-22
342,1,0,61,0,-61
343,1,1,607,2091,1484
344,0,0,28,0,-28
345,1,1,512,2413,1901
346,0,0,13,0,-13
347,0,0,3,0,-3
348,1,0,189,0,-189
349,1,0,9,0,-9
350,0,0,51,0,-51
351,0,0,39,0,-39
352,1,0,106,0,-106
353,1,1,1272,1280,8
354,1,1,894,1237,343
355,0,0,60,0,-60
356,1,0,31,0,-31
357,1,1,852,1423,571
358,0,0,53,0,-53
359,0,0,44,0,-44
360,0,0,1,0,-1
361,1,0,14,0,-14
362,0,0,5,0,-5
363,1,1,205,1378,1173
364,0,0,38,0,-38
365,0,0,72,0,-72
366,1,0,17,0,-17
367,1,0,119,0,-119
368,1,0,158,0,-158
369,1,1,48,2589,2541
370,1,0,39,0,-39
371,1,1,124,1270,1146
372,0,0,64,0,-64
373,1,1,832,1210,378
374,1,1,250,1354,1104
375,1,1,753,1275,522
376,1,0,100,0,-100
377,1,1,1027,1455,428
378,1,1,876,1243,367
379,0,0,33,0,-33
380,0,0,19,0,-19
381,1,1,262,2236,1974
382,1,0,17,0,-17
383,1,0,5,0,-5
384,0,0,40,0,-40
385,0,0,17,0,-17
386,1,0,250,0,-250
387,1,0,44,0,-44
388,1,1,534,1576,1042
389,1,1,350,1917,1567
390,1,1,89,1311,1222
391,1,1,75,2305,2230
392,1,1,261,1819,1558
393,1,1,2554,1213,-1341
394,0,0,38,0,-38
395,1,1,676,1209,533
396,1,1,75,1417,1342
397,0,0,110,0,-110
398,0,0,60,0,-60
399,1,1,808,1286,478
400,1,1,414,1478,1064
401,1,0,91,0,-91
402,1,0,16,0,-16
403,0,0,13,0,-13
404,1,1,3662,1321,-2341
405,1,0,74,0,-74
406,0,0,5,0,-5
407,1,0,96,0,-96
408,0,0,76,0,-76
409,0,0,16,0,-16
410,1,1,438,1419,981
411,0,0,20,0,-20
412,0,0,109,0,-109
413,0,0,95,0,-95
414,1,1,485,1541,1056
415,0,0,129,0,-129
416,1,1,468,2491,2023
417,1,0,34,0,-34
418,1,1,662,1377,715
419,1,1,436,2007,1571
420,0,0,119,0,-119
421,1,1,580,1430,850
422,0,0,24,0,-24
423,1,0,10,0,-10
424,1,0,23,0,-23
425,1,0,11,0,-11
426,1,1,328,1420,1092
427,1,0,50,0,-50
428,1,0,32,0,-32
429,0,0,11,0,-11
430,0,0,37,0,-37
431,0,0,66,0,-66
432,1,0,39,0,-39
433,1,1,909,1450,541
434,0,0,29,0,-29
435,1,0,9,0,-9
436,1,1,1035,1393,358
437,1,0,69,0,-69
438,1,0,28,0,-28
439,1,0,26,0,-26
440,1,0,100,0,-100
441,1,1,138,1223,1085
442,1,1,400,1345,945
443,1,0,133,0,-133
444,1,1,382,6259,5877
445,1,1,92,1416,1324
446,1,0,82,0,-82
447,0,0,33,0,-33
448,1,1,649,1429,780
449,0,0,28,0,-28
450,1,0,159,0,-159
451,1,0,88,0,-88
452,0,0,70,0,-70
453,1,1,813,1405,592
454,1,1,1554,1215,-339
455,0,0,7,0,-7
456,1,1,20,1470,1450
457,1,1,761,1711,950
458,1,1,366,1274,908
459,1,0,32,0,-32
460,1,0,54,0,-54
461,0,0,62,0,-62
462,0,0,70,0,-70
463,0,0,68,0,-68
464,1,0,176,0,-176
465,1,1,581,1376,795
466,1,1,690,1258,568
467,1,0,175,0,-175
468,1,0,4,0,-4
469,1,1,362,1213,851
470,1,1,580,1683,1103
471,0,0,16,0,-16
472,1,0,67,0,-67
473,1,0,55,0,-55
474,0,0,56,0,-56
475,1,1,368,1317,949
476,1,0,23,0,-23
477,1,1,55,1312,1257
478,0,0,131,0,-131
479,0,0,28,0,-28
480,0,0,61,0,-61
481,1,1,520,1261,741
482,1,0,5,0,-5
483,1,0,19,0,-19
484,1,0,79,0,-79
485,1,1,2179,4036,1857
486,0,0,31,0,-31
487,1,1,248,1329,1081
488,1,1,1087,1969,882
489,0,0,25,0,-25
490,1,0,60,0,-60
491,1,0,29,0,-29
492,1,0,10,0,-10
493,0,0,6,0,-6
494,0,0,70,0,-70
495,1,1,719,1204,485
496,1,1,243,1216,973
497,0,0,20,0,-20
498,0,0,47,0,-47
499,1,0,191,0,-191
500,0,0,20,0,-20
501,1,0,74,0,-74
502,0,0,1,0,-1
503,1,0,56,0,-56
504,0,0,120,0,-120
505,1,1,844,7811,6967
506,0,0,114,0,-114
507,1,0,16,0,-16
508,0,0,62,0,-62
509,1,1,1220,1314,94
510,1,1,1336,1208,-128
511,1,1,255,1873,1618
512,1,1,487,1383,896
513,1,1,749,1291,542
514,0,0,28,0,-28
515,1,1,266,1878,1612
516,0,0,53,0,-53
517,1,0,57,0,-57
518,1,0,71,0,-71
519,1,0,0,0,0
520,0,0,32,0,-32
521,0,0,8,0,-8
522,1,1,316,1246,930
523,1,0,31,0,-31
524,0,0,211,0,-211
525,1,0,44,0,-44
526,0,0,7,0,-7
527,0,0,14,0,-14
528,0,0,16,0,-16
529,1,0,34,0,-34
530,0,0,1,0,-1
531,1,0,3,0,-3
532,1,1,225,1396,1171
533,1,1,313,1235,922
534,0,0,49,0,-49
535,1,0,11,0,-11
536,0,0,19,0,-19
537,1,1,216,1226,1010
538,1,0,39,0,-39
539,0,0,65,0,-65
540,0,0,27,0,-27
541,1,1,562,1933,1371
542,1,1,1471,1765,294
543,0,0,0,0,0
544,1,1,445,1705,1260
545,1,1,105,1626,1521
546,1,1,314,1952,1638
547,0,0,59,0,-59
548,1,0,45,0,-45
549,1,1,590,1376,786
550,1,1,812,1592,780
551,0,0,66,0,-66
552,0,0,24,0,-24
553,0,0,52,0,-52
554,0,0,23,0,-23
555,1,1,368,2269,1901
556,1,1,257,1288,1031
557,1,0,2,0,-2
558,1,1,645,1253,608
559,1,0,43,0,-43
560,1,1,304,2138,1834
561,0,0,26,0,-26
562,0,0,11,0,-11
563,1,1,395,1200,805
564,0,0,77,0,-77
565,0,0,44,0,-44
566,1,1,352,1287,935
567,1,0,11,0,-11
568,0,0,10,0,-10
569,0,0,51,0,-51
570,1,1,71,2010,1939
571,1,1,1222,1302,80
572,1,1,780,1301,521
573,1,0,74,0,-74
574,1,0,50,0,-50
575,0,0,42,0,-42
576,1,0,11,0,-11
577,1,0,233,0,-233
578,1,1,217,1276,1059
579,1,0,7,0,-7
580,1,0,14,0,-14
581,1,1,58,1348,1290
582,1,1,699,1315,616
583,0,0,78,0,-78
584,1,0,0,0,0
585,1,0,71,0,-71
586,1,1,216,1509,1293
587,0,0,11,0,-11
588,1,1,322,1283,961
589,1,0,91,0,-91
590,0,0,0,0,0
591,1,1,315,1804,1489
592,1,0,76,0,-76
593,1,1,222,1447,1225
594,1,0,26,0,-26
595,1,1,1358,1713,355
596,1,1,393,1230,837
597,1,0,59,0,-59
598,1,1,678,1295,617
599,0,0,74,0,-74
600,1,1,187,1331,1144
601,1,1,647,1852,1205
602,1,1,701,1325,624
603,1,1,522,1433,911
604,1,1,1436,1500,64
605,0,0,9,0,-9
606,1,1,1017,1361,344
607,0,0,61,0,-61
608,0,0,10,0,-10
609,0,0,0,0,0
610,1,0,4,0,-4
611,0,0,14,0,-14
612,1,0,121,0,-121
613,0,0,56,0,-56
614,1,0,127,0,-127
615,1,0,78,0,-78
616,0,0,99,0,-99
617,1,1,227,1517,1290
618,1,1,334,1614,1280
619,1,0,46,0,-46
620,1,0,116,0,-116
621,1,1,51,1375,1324
622,1,1,55,1356,1301
623,1,1,208,1409,1201
624,1,1,359,1446,1087
625,1,1,255,2265,2010
626,1,0,26,0,-26
627,1,1,569,1382,813
628,0,0,17,0,-17
629,0,0,21,0,-21
630,1,1,237,1660,1423
631,1,1,793,1541,748
632,0,0,15,0,-15
633,1,0,7,0,-7
634,1,0,52,0,-52
635,1,1,435,1264,829
636,0,0,33,0,-33
637,1,0,2,0,-2
638,1,1,593,1697,1104
639,0,0,18,0,-18
640,0,0,13,0,-13
641,0,0,6,0,-6
642,1,1,119,1209,1090
643,1,0,115,0,-115
644,1,1,67,1228,1161
645,1,1,857,1248,391
646,1,1,666,1407,741
647,1,0,164,0,-164
648,0,0,8,0,-8
649,0,0,28,0,-28
650,1,1,701,1326,625
651,0,0,31,0,-31
652,0,0,104,0,-104
653,1,0,44,0,-44
654,1,0,80,0,-80
655,1,0,121,0,-121
656,1,0,110,0,-110
657,1,1,971,1533,562
658,0,0,49,0,-49
659,0,0,23,0,-23
660,1,1,245,1909,1664
661,1,0,36,0,-36
662,1,0,16,0,-16
663,0,0,24,0,-24
664,0,0,132,0,-132
665,1,1,519,1348,829
666,0,0,23,0,-23
667,0,0,60,0,-60
668,0,0,9,0,-9
669,1,1,105,1715,1610
670,1,0,291,0,-291
671,1,1,1412,1560,148
672,0,0,42,0,-42
673,0,0,123,0,-123
674,0,0,5,0,-5
675,0,0,9,0,-9
676,1,0,38,0,-38
677,0,0,36,0,-36
678,0,0,216,0,-216
679,1,0,22,0,-22
680,1,1,272,1322,1050
681,1,0,2,0,-2
682,0,0,155,0,-155
683,0,0,97,0,-97
684,1,0,22,0,-22
685,1,0,81,0,-81
686,0,0,52,0,-52
687,1,1,141,1349,1208
688,0,0,243,0,-243
689,1,1,232,1466,1234
690,0,0,18,0,-18
691,1,0,16,0,-16
692,0,0,56,0,-56
693,0,0,12,0,-12
694,1,1,93,1442,1349
695,1,1,615,1840,1225
696,1,1,230,1383,1153
697,1,0,0,0,0
698,0,0,105,0,-105
699,0,0,7,0,-7
700,0,0,86,0,-86
701,1,1,220,2320,2100
702,0,0,15,0,-15
703,1,0,26,0,-26
704,1,1,1580,1291,-289
705,1,0,36,0,-36
706,1,0,120,0,-120
707,0,0,46,0,-46
708,0,0,32,0,-32
709,1,1,97,1808,1711
710,1,0,6,0,-6
711,0,0,17,0,-17
712,0,0,12,0,-12
713,1,1,104,1419,1315
714,1,0,8,0,-8
715,0,0,55,0,-55
716,1,1,211,1624,1413
717,0,0,5,0,-5
718,1,1,1765,1380,-385
719,1,0,0,0,0
720,0,0,154,0,-154
721,0,0,22,0,-22
722,1,0,24,0,-24
723,1,0,81,0,-81
724,1,0,70,0,-70
725,1,0,131,0,-131
726,0,0,3,0,-3
727,1,0,60,0,-60
728,0,0,44,0,-44
729,1,1,399,1326,927
730,1,1,607,1400,793
731,0,0,93,0,-93
732,1,0,18,0,-18
733,0,0,31,0,-31
734,1,0,34,0,-34
735,0,0,8,0,-8
736,1,0,34,0,-34
737,0,0,29,0,-29
738,1,0,24,0,-24
739,1,1,1555,1283,-272
740,0,0,5,0,-5
741,1,1,249,1268,1019
742,1,1,59,1277,1218
743,1,0,4,0,-4
744,0,0,62,0,-62
745,1,0,36,0,-36
746,0,0,60,0,-60
747,0,0,17,0,-17
748,1,1,1166,1286,120
749,1,0,30,0,-30
750,1,1,506,1708,1202
751,0,0,162,0,-162
752,1,0,22,0,-22
753,1,0,22,0,-22
754,1,0,23,0,-23
755,0,0,2,0,-2
756,1,1,350,1225,875
757,1,1,359,1315,956
758,1,1,553,1261,708
759,1,0,16,0,-16
760,1,1,487,1280,793
761,0,0,0,0,0
762,1,0,10,0,-10
763,1,1,142,1768,1626
764,0,0,16,0,-16
765,0,0,28,0,-28
766,0,0,59,0,-59
767,0,0,37,0,-37
768,1,0,22,0,-22
769,1,1,411,1393,982
770,1,0,94,0,-94
771,1,1,179,1317,1138
772,0,0,41,0,-41
773,1,0,57,0,-57
774,0,0,0,0,0
775,0,0,12,0,-12
776,1,0,50,0,-50
777,0,0,15,0,-15
778,1,1,850,1331,481
779,1,1,298,1937,1639
780,0,0,39,0,-39
781,1,1,129,1271,1142
782,0,0,118,0,-118
783,0,0,23,0,-23
784,0,0,176,0,-176
785,0,0,152,0,-152
786,0,0,4,0,-4
787,0,0,122,0,-122
788,1,1,451,1348,897
789,1,0,25,0,-25
790,1,1,1134,2073,939
791,1,0,254,0,-254
792,1,0,150,0,-150
793,0,0,16,0,-16
794,1,1,157,1389,1232
795,1,1,61,1272,1211
796,1,1,389,1242,853
797,1,0,47,0,-47
798,1,0,173,0,-173
799,0,0,46,0,-46
800,1,1,126,1456,1330
801,0,0,105,0,-105
802,0,0,16,0,-16
803,0,0,12,0,-12
804,0,0,61,0,-61
805,1,1,1208,2423,1215
806,1,1,951,1229,278
807,1,0,117,0,-117
808,1,1,526,1363,837
809,1,1,1020,1864,844
810,1,0,16,0,-16
811,0,0,27,0,-27
812,1,0,7,0,-7
813,0,0,105,0,-105
814,1,1,255,1548,1293
815,0,0,5,0,-5
816,1,0,220,0,-220
817,0,0,117,0,-117
818,0,0,3,0,-3
819,1,1,693,1210,517
820,1,0,93,0,-93
821,0,0,56,0,-56
822,0,0,144,0,-144
823,1,1,853,1852,999
824,1,1,1994,1498,-496
825,1,1,819,1684,865
826,1,0,11,0,-11
827,1,0,49,0,-49
828,1,0,14,0,-14
829,1,0,34,0,-34
830,0,0,25,0,-25
831,0,0,82,0,-82
832,0,0,65,0,-65
833,0,0,0,0,0
834,0,0,33,0,-33
835,1,1,1432,1592,160
836,1,1,657,1245,588
837,1,1,923,1311,388
838,1,1,119,1425,1306
839,0,0,173,0,-173
840,1,1,476,1312,836
841,1,1,423,1265,842
842,0,0,22,0,-22
843,1,0,53,0,-53
844,1,1,419,1563,1144
845,0,0,3,0,-3
846,1,0,21,0,-21
847,0,0,44,0,-44
848,1,1,877,1487,610
849,1,0,24,0,-24
850,0,0,18,0,-18
851,1,0,26,0,-26
852,0,0,38,0,-38
853,1,1,913,1217,304
854,0,0,6,0,-6
855,1,1,521,1606,1085
856,0,0,38,0,-38
857,1,0,11,0,-11
858,0,0,12,0,-12
859,1,1,1914,1787,-127
860,1,1,442,1364,922
861,0,0,44,0,-44
862,1,1,709,2779,2070
863,1,0,31,0,-31
864,1,1,1106,1294,188
865,0,0,52,0,-52
866,0,0,55,0,-55
867,1,0,12,0,-12
868,1,0,35,0,-35
869,1,1,843,1478,635
870,0,0,211,0,-211
871,1,1,559,1544,985
872,1,1,400,1410,1010
873,0,0,19,0,-19
874,1,1,58,1218,1160
875,1,0,19,0,-19
876,0,0,2,0,-2
877,0,0,10,0,-10
878,0,0,7,0,-7
879,1,0,28,0,-28
880,0,0,14,0,-14
881,0,0,61,0,-61
882,1,1,1787,1394,-393
883,1,1,101,1695,1594
884,0,0,26,0,-26
885,0,0,19,0,-19
886,1,0,35,0,-35
887,1,1,102,2027,1925
888,1,1,75,1640,1565
889,1,1,86,1283,1197
890,0,0,22,0,-22
891,1,0,8,0,-8
892,1,1,156,1252,1096
893,0,0,18,0,-18
894,0,0,42,0,-42
895,1,0,20,0,-20
896,0,0,142,0,-142
897,1,0,20,0,-20
898,0,0,62,0,-62
899,1,0,9,0,-9
900,1,1,240,1284,1044
901,1,1,891,1458,567
902,1,0,101,0,-101
903,0,0,88,0,-88
904,0,0,0,0,0
905,1,1,52,1296,1244
906,0,0,83,0,-83
907,0,0,48,0,-48
908,0,0,47,0,-47
909,0,0,39,0,-39
910,0,0,107,0,-107
911,1,0,33,0,-33
912,0,0,73,0,-73
913,0,0,32,0,-32
914,1,0,8,0,-8
915,1,1,429,1511,1082
916,0,0,13,0,-13
917,1,1,519,1351,832
918,0,0,8,0,-8
919,0,0,22,0,-22
920,1,1,338,1299,961
921,1,1,453,1307,854
922,1,1,1077,1235,158
923,0,0,66,0,-66
924,0,0,139,0,-139
925,0,0,87,0,-87
926,1,0,46,0,-46
927,1,0,3,0,-3
928,1,0,10,0,-10
929,0,0,39,0,-39
930,0,0,64,0,-64
931,0,0,9,0,-9
932,1,0,38,0,-38
933,0,0,142,0,-142
934,1,0,17,0,-17
935,1,1,242,1229,987
936,1,1,675,1324,649
937,1,0,40,0,-40
938,1,1,292,1601,1309
939,0,0,80,0,-80
940,0,0,7,0,-7
941,0,0,0,0,0
942,1,1,161,2750,2589
943,0,0,7,0,-7
944,1,1,29,1256,1227
945,0,0,134,0,-134
946,1,1,686,1821,1135
947,1,1,720,1349,629
948,1,0,38,0,-38
949,1,0,5,0,-5
950,1,0,10,0,-10
951,0,0,2,0,-2
952,1,0,7,0,-7
953,0,0,17,0,-17
954,0,0,58,0,-58
955,1,0,39,0,-39
956,0,0,47,0,-47
957,1,0,32,0,-32
958,0,0,20,0,-20
959,0,0,72,0,-72
960,0,0,34,0,-34
961,1,1,336,1268,932
962,0,0,20,0,-20
963,1,1,248,1359,1111
964,1,0,122,0,-122
965,0,0,46,0,-46
966,0,0,12,0,-12
967,1,0,95,0,-95
968,1,1,149,1470,1321
969,1,1,752,1358,606
970,0,0,44,0,-44
971,1,0,21,0,-21
972,1,0,67,0,-67
973,1,0,106,0,-106
974,0,0,53,0,-53
975,1,1,1000,1946,946
976,0,0,8,0,-8
977,1,1,47,2045,1998
978,1,1,32,1574,1542
979,0,0,102,0,-102
980,1,1,980,1929,949
981,0,0,29,0,-29
982,1,1,394,1428,1034
983,1,1,415,1472,1057
984,0,0,20,0,-20
985,1,0,61,0,-61
986,1,1,833,3151,2318
987,0,0,31,0,-31
988,1,1,1046,1620,574
989,1,1,230,2425,2195
990,1,1,1713,1296,-417
991,1,0,9,0,-9
992,1,0,24,0,-24
993,0,0,76,0,-76
994,0,0,3,0,-3
995,1,1,370,1588,1218
996,1,1,808,1379,571
997,1,1,838,1293,455
998,1,0,42,0,-42
999,1,1,226,1672,1446
1000,0,0,12,0,-12
1001,0,0,72,0,-72
1002,0,0,10,0,-10
1003,0,0,41,0,-41
1004,1,0,21,0,-21
1005,1,1,190,1332,1142
1006,1,1,125,1436,1311
1007,0,0,79,0,-79
1008,1,0,93,0,-93
1009,1,1,758,1445,687
1010,1,0,38,0,-38
1011,1,0,5,0,-5
1012,1,1,91,1369,1278
1013,0,0,57,0,-57
1014,1,0,88,0,-88
1015,0,0,14,0,-14
1016,0,0,66,0,-66
1017,1,0,38,0,-38
1018,0,0,31,0,-31
1019,1,0,56,0,-56
1020,0,0,7,0,-7
1021,1,1,243,1269,1026
1022,0,0,10,0,-10
1023,1,1,238,1844,1606
1024,1,1,619,1683,1064
1025,1,0,109,0,-109
1026,1,1,340,1458,1118
1027,0,0,34,0,-34
1028,1,0,54,0,-54
1029,1,1,392,1958,1566
1030,1,0,17,0,-17
1031,0,0,44,0,-44
1032,0,0,46,0,-46
1033,1,0,64,0,-64
1034,0,0,4,0,-4
1035,1,1,462,1548,1086
1036,1,0,127,0,-127
1037,0,0,194,0,-194
1038,0,0,1,0,-1
1039,1,1,113,1263,1150
1040,0,0,94,0,-94
1041,1,0,85,0,-85
1042,1,1,68,1886,1818
1043,0,0,26,0,-26
1044,1,1,844,1291,447
1045,0,0,25,0,-25
1046,0,0,28,0,-28
1047,1,1,178,1571,1393
1048,0,0,43,0,-43
1049,1,1,192,1229,1037
