ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
141,0,0,228,0,-228
142,1,0,44,0,-44
143,0,0,3,0,-3
144,0,0,22,0,-22
145,0,0,32,0,-32
146,1,1,233,1463,1230
147,0,0,17,0,-17
148,1,1,560,1503,943
149,1,0,73,0,-73
150,1,1,309,1539,1230
151,0,0,5,0,-5
152,0,0,30,0,-30
153,1,1,751,1552,801
154,1,1,513,1447,934
155,0,0,24,0,-24
156,1,1,248,1243,995
157,1,0,77,0,-77
158,1,0,22,0,-22
159,1,1,307,1544,1237
160,1,1,258,1283,1025
161,0,0,126,0,-126
162,1,0,115,0,-115
163,1,1,169,1399,1230
164,0,0,3,0,-3
165,1,0,201,0,-201
166,0,0,130,0,-130
167,1,1,985,1220,235
168,1,0,32,0,-32
169,1,1,111,1238,1127
170,0,0,23,0,-23
171,1,1,1072,1243,171
172,0,0,54,0,-54
173,0,0,15,0,-15
174,1,1,570,1268,698
175,0,0,98,0,-98
176,1,0,93,0,-93
177,1,1,47,2172,2125
178,0,0,8,0,-8
179,1,0,7,0,-7
180,1,1,1148,1658,510
181,0,0,72,0,-72
182,0,0,2,0,-2
183,1,1,2613,1399,-1214
184,1,0,30,0,-30
185,1,0,122,0,-122
186,0,0,48,0,-48
187,1,0,12,0,-12
188,1,0,26,0,-26
189,0,0,10,0,-10
190,1,1,724,1662,938
191,0,0,12,0,-12
192,1,1,547,1283,736
193,1,1,605,1266,661
194,1,0,47,0,-47
195,0,0,3,0,-3
196,0,0,0,0,0
197,1,0,9,0,-9
198,1,1,102,2487,2385
199,0,0,78,0,-78
200,0,0,38,0,-38
201,1,1,1530,3579,2049
202,1,0,43,0,-43
203,1,0,20,0,-20
204,1,1,776,1504,728
205,1,0,35,0,-35
206,1,0,201,0,-201
207,1,0,13,0,-13
208,1,0,100,0,-100
209,1,0,0,0,0
210,1,1,430,1499,1069
211,1,1,315,1268,953
212,1,1,862,1597,735
213,1,1,509,1496,987
214,1,1,769,1396,627
215,0,0,172,0,-172
216,1,0,81,0,-81
217,0,0,72,0,-72
218,1,1,510,1220,710
219,0,0,2,0,-2
220,1,0,11,0,-11
221,1,0,35,0,-35
222,0,0,40,0,-40
223,0,0,22,0,-22
224,0,0,280,0,-280
225,1,0,2,0,-2
226,0,0,47,0,-47
227,1,1,457,1647,1190
228,0,0,80,0,-80
229,0,0,32,0,-32
230,0,0,124,0,-124
231,0,0,24,0,-24
232,1,1,324,1235,911
233,1,1,157,1913,1756
234,1,1,426,1223,797
235,0,0,13,0,-13
236,1,1,876,1682,806
237,0,0,16,0,-16
238,0,0,137,0,-137
239,0,0,51,0,-51
240,1,1,167,1286,1119
241,0,0,20,0,-20
242,1,1,1249,1215,-34
243,1,0,34,0,-34
244,0,0,102,0,-102
245,0,0,106,0,-106
246,0,0,49,0,-49
247,0,0,0,0,0
248,1,1,328,1630,1302
249,1,1,216,1407,1191
250,1,0,27,0,-27
251,1,1,433,1717,1284
252,0,0,15,0,-15
253,1,1,444,2464,2020
254,1,1,95,1365,1270
255,1,0,17,0,-17
256,1,1,196,1383,1187
257,0,0,9,0,-9
258,1,1,247,1238,991
259,1,0,5,0,-5
260,1,0,29,0,-29
261,0,0,33,0,-33
262,1,1,298,1435,1137
263,0,0,78,0,-78
264,1,1,293,1546,1253
265,0,0,1,0,-1
266,0,0,26,0,-26
267,1,1,643,1679,1036
268,0,0,182,0,-182
269,0,0,107,0,-107
270,1,0,10,0,-10
271,0,0,100,0,-100
272,1,1,102,1738,1636
273,1,0,16,0,-16
274,1,0,27,0,-27
275,1,1,212,1305,1093
276,1,1,430,1416,986
277,1,1,779,1584,805
278,1,0,35,0,-35
279,1,1,1049,1244,195
280,0,0,45,0,-45
281,1,0,11,0,-11
282,1,1,90,1466,1376
283,1,0,79,0,-79
284,1,1,167,1550,1383
285,1,0,83,0,-83
286,1,0,25,0,-25
287,1,1,1493,1428,-65
288,0,0,73,0,-73
289,0,0,20,0,-20
290,0,0,75,0,-75
291,0,0,36,0,-36
292,0,0,42,0,-42
293,0,0,10,0,-10
294,1,1,1279,1335,56
295,1,1,367,1243,876
296,1,0,3,0,-3
297,1,0,25,0,-25
298,0,0,66,0,-66
299,0,0,97,0,-97
300,1,0,15,0,-15
301,1,0,181,0,-181
302,0,0,63,0,-63
303,1,0,39,0,-39
304,0,0,17,0,-17
305,0,0,12,0,-12
306,1,1,537,1602,1065
307,0,0,206,0,-206
308,0,0,15,0,-15
309,0,0,75,0,-75
310,0,0,1,0,-1
311,1,1,942,1201,259
312,1,0,42,0,-42
313,1,1,149,2410,2261
314,1,0,69,0,-69
315,0,0,17,0,-17
316,0,0,51,0,-51
317,1,0,57,0,-57
318,0,0,59,0,-59
319,1,1,520,1857,1337
320,0,0,65,0,-65
321,1,1,622,1395,773
322,1,0,113,0,-113
323,0,0,67,0,-67
324,1,1,321,1644,1323
325,0,0,151,0,-151
326,0,0,31,0,-31
327,1,1,153,1527,1374
328,1,1,919,1266,347
329,0,0,155,0,-155
330,0,0,24,0,-24
331,1,1,157,2194,2037
332,0,0,57,0,-57
333,1,0,76,0,-76
334,1,0,55,0,-55
335,1,1,1289,1220,-69
336,1,0,13,0,-13
337,1,1,53,1922,1869
338,1,0,56,0,-56
339,1,0,132,0,-132
340,1,1,1084,1953,869
341,0,0,43,0,-43
342,0,0,37,0,-37
343,1,0,0,0,0
344,1,1,380,1211,831
345,0,0,79,0,-79
346,1,1,428,1858,1430
347,1,0,50,0,-50
348,0,0,17,0,-17
349,0,0,45,0,-45
350,0,0,79,0,-79
351,1,1,513,1775,1262
352,1,0,77,0,-77
353,1,1,568,1355,787
354,1,0,25,0,-25
355,1,0,34,0,-34
356,1,1,33,1637,1604
357,0,0,80,0,-80
358,1,1,467,1376,909
359,1,1,205,3127,2922
360,1,0,37,0,-37
361,1,1,111,1238,1127
362,0,0,15,0,-15
363,0,0,0,0,0
364,1,0,28,0,-28
365,0,0,1,0,-1
366,0,0,19,0,-19
367,1,0,65,0,-65
368,0,0,62,0,-62
369,1,0,57,0,-57
370,1,1,396,1854,1458
371,1,1,330,1448,1118
372,1,1,122,1466,1344
373,0,0,104,0,-104
374,1,1,462,1633,1171
375,0,0,13,0,-13
376,0,0,37,0,-37
377,1,1,211,1456,1245
378,1,0,2,0,-2
379,0,0,0,0,0
380,1,0,118,0,-118
381,1,0,23,0,-23
382,1,0,13,0,-13
383,1,0,33,0,-33
384,1,1,580,1653,1073
385,1,1,348,1409,1061
386,1,0,39,0,-39
387,1,1,247,1225,978
388,1,0,50,0,-50
389,1,1,559,1375,816
390,1,0,50,0,-50
391,0,0,59,0,-59
392,1,0,131,0,-131
393,0,0,51,0,-51
394,1,1,214,3250,3036
395,0,0,58,0,-58
396,1,0,67,0,-67
397,1,1,324,1496,1172
398,0,0,6,0,-6
399,1,0,30,0,-30
400,1,1,976,1284,308
401,1,1,393,1268,875
402,0,0,23,0,-23
403,1,1,651,1475,824
404,0,0,34,0,-34
405,0,0,116,0,-116
406,1,0,8,0,-8
407,1,0,71,0,-71
408,0,0,46,0,-46
409,0,0,16,0,-16
410,0,0,14,0,-14
411,0,0,12,0,-12
412,1,0,34,0,-34
413,1,0,113,0,-113
414,0,0,35,0,-35
415,1,1,931,1529,598
416,0,0,16,0,-16
417,1,0,26,0,-26
418,0,0,110,0,-110
419,1,0,5,0,-5
420,1,1,280,1209,929
421,1,1,206,1839,1633
422,1,1,1781,1412,-369
423,0,0,16,0,-16
424,0,0,16,0,-16
425,0,0,151,0,-151
426,0,0,13,0,-13
427,0,0,8,0,-8
428,0,0,95,0,-95
429,1,1,31,2123,2092
430,0,0,35,0,-35
431,1,1,1021,1932,911
432,0,0,66,0,-66
433,0,0,19,0,-19
434,1,0,51,0,-51
435,1,1,1069,1721,652
436,1,0,58,0,-58
437,1,0,11,0,-11
438,1,1,1413,1451,38
439,1,1,698,1765,1067
440,1,0,31,0,-31
441,1,1,438,1477,1039
442,1,0,9,0,-9
443,0,0,47,0,-47
444,1,1,193,2435,2242
445,1,0,21,0,-21
446,0,0,34,0,-34
447,1,1,2197,2047,-150
448,1,0,24,0,-24
449,1,0,4,0,-4
450,1,1,509,1527,1018
451,0,0,58,0,-58
452,1,1,466,1581,1115
453,1,1,2041,1662,-379
454,1,1,950,1606,656
455,0,0,1,0,-1
456,0,0,1,0,-1
457,1,0,85,0,-85
458,1,1,337,1274,937
459,0,0,51,0,-51
460,0,0,38,0,-38
461,1,0,120,0,-120
462,1,1,197,1651,1454
463,0,0,72,0,-72
464,1,1,35,1372,1337
465,1,0,80,0,-80
466,1,1,992,1280,288
467,1,1,454,1668,1214
468,1,1,477,1635,1158
469,1,1,206,2493,2287
470,1,1,118,1472,1354
471,0,0,23,0,-23
472,1,0,16,0,-16
473,0,0,37,0,-37
474,0,0,8,0,-8
475,0,0,15,0,-15
476,1,1,1021,1949,928
477,1,0,128,0,-128
478,1,0,11,0,-11
479,0,0,7,0,-7
480,1,1,303,1654,1351
481,1,0,43,0,-43
482,0,0,47,0,-47
483,1,1,1883,1473,-410
484,1,0,7,0,-7
485,1,1,131,2295,2164
486,0,0,17,0,-17
487,1,0,175,0,-175
488,1,1,117,1391,1274
489,0,0,69,0,-69
490,1,1,340,2174,1834
491,0,0,18,0,-18
492,0,0,56,0,-56
493,1,1,152,1315,1163
494,0,0,3,0,-3
495,0,0,77,0,-77
496,1,1,1080,1758,678
497,1,1,873,1339,466
498,1,0,11,0,-11
499,1,1,136,1249,1113
500,1,1,103,1266,1163
501,0,0,33,0,-33
502,1,1,563,3126,2563
503,1,1,325,1287,962
504,1,1,313,1454,1141
505,0,0,29,0,-29
506,1,0,25,0,-25
507,1,1,513,1205,692
508,1,0,33,0,-33
509,1,1,486,1370,884
510,0,0,25,0,-25
511,0,0,217,0,-217
512,1,1,78,1631,1553
513,0,0,8,0,-8
514,1,0,36,0,-36
515,0,0,22,0,-22
516,0,0,60,0,-60
517,1,1,109,1630,1521
518,0,0,7,0,-7
519,1,0,32,0,-32
520,1,1,188,1427,1239
521,1,0,49,0,-49
522,1,1,437,1218,781
523,1,0,17,0,-17
524,0,0,28,0,-28
525,0,0,2,0,-2
526,0,0,61,0,-61
527,0,0,40,0,-40
528,0,0,21,0,-21
529,0,0,48,0,-48
530,1,1,657,1595,938
531,1,0,41,0,-41
532,0,0,1,0,-1
533,1,0,87,0,-87
534,1,1,226,1478,1252
535,0,0,26,0,-26
536,1,1,390,1637,1247
537,1,1,639,1312,673
538,0,0,56,0,-56
539,1,1,1528,1651,123
540,1,1,467,2444,1977
541,1,0,4,0,-4
542,0,0,56,0,-56
543,1,0,17,0,-17
544,0,0,72,0,-72
545,0,0,0,0,0
546,1,1,1006,1558,552
547,0,0,67,0,-67
548,1,0,79,0,-79
549,0,0,38,0,-38
550,0,0,4,0,-4
551,1,1,547,1896,1349
552,1,1,662,1270,608
553,1,0,17,0,-17
554,1,0,14,0,-14
555,1,0,2,0,-2
556,1,1,1515,1378,-137
557,1,1,1571,1573,2
558,0,0,10,0,-10
559,1,0,61,0,-61
560,0,0,53,0,-53
561,1,1,142,2126,1984
562,1,1,658,1235,577
563,0,0,16,0,-16
564,0,0,37,0,-37
565,0,0,25,0,-25
566,0,0,18,0,-18
567,1,1,435,1335,900
568,0,0,2,0,-2
569,0,0,78,0,-78
570,0,0,13,0,-13
571,1,1,275,1246,971
572,1,1,718,1402,684
573,0,0,45,0,-45
574,1,0,42,0,-42
575,1,1,498,1273,775
576,0,0,17,0,-17
577,0,0,54,0,-54
578,1,1,623,1860,1237
579,0,0,3,0,-3
580,1,1,570,1232,662
581,0,0,3,0,-3
582,0,0,48,0,-48
583,0,0,142,0,-142
584,0,0,9,0,-9
585,0,0,40,0,-40
586,0,0,40,0,-40
587,1,0,260,0,-260
588,0,0,37,0,-37
589,1,1,302,1829,1527
590,0,0,66,0,-66
591,0,0,48,0,-48
592,0,0,7,0,-7
593,1,1,407,1417,1010
594,0,0,52,0,-52
595,1,1,502,1477,975
596,0,0,19,0,-19
597,0,0,8,0,-8
598,0,0,126,0,-126
599,1,1,173,1432,1259
600,0,0,210,0,-210
601,0,0,28,0,-28
602,1,1,459,1358,899
603,0,0,66,0,-66
604,0,0,18,0,-18
605,0,0,81,0,-81
606,0,0,52,0,-52
607,0,0,21,0,-21
608,1,1,558,1212,654
609,1,0,12,0,-12
610,0,0,46,0,-46
611,1,0,74,0,-74
612,1,0,107,0,-107
613,1,1,203,1306,1103
614,1,1,614,1296,682
615,1,1,719,1336,617
616,1,0,13,0,-13
617,1,1,354,2109,1755
618,0,0,73,0,-73
619,0,0,12,0,-12
620,0,0,45,0,-45
621,0,0,11,0,-11
622,1,1,33,1303,1270
623,0,0,21,0,-21
624,1,0,89,0,-89
625,0,0,62,0,-62
626,1,0,94,0,-94
627,0,0,183,0,-183
628,0,0,12,0,-12
629,1,0,118,0,-118
630,1,0,172,0,-172
631,1,0,52,0,-52
632,1,1,1081,1444,363
633,1,0,5,0,-5
634,0,0,34,0,-34
635,1,0,6,0,-6
636,1,1,1396,1640,244
637,0,0,9,0,-9
638,1,0,7,0,-7
639,1,0,19,0,-19
640,1,0,78,0,-78
641,0,0,28,0,-28
642,1,1,345,1532,1187
643,0,0,17,0,-17
644,1,0,10,0,-10
645,1,0,11,0,-11
646,0,0,12,0,-12
647,1,0,52,0,-52
648,1,1,334,1617,1283
649,0,0,97,0,-97
650,0,0,1,0,-1
651,1,0,91,0,-91
652,1,0,92,0,-92
653,1,1,2867,1219,-1648
654,0,0,147,0,-147
655,1,1,182,1839,1657
656,0,0,63,0,-63
657,1,1,91,1384,1293
658,1,0,37,0,-37
659,0,0,34,0,-34
660,0,0,25,0,-25
661,0,0,54,0,-54
662,1,1,298,1302,1004
663,0,0,8,0,-8
664,0,0,17,0,-17
665,0,0,35,0,-35
666,1,0,109,0,-109
667,1,0,11,0,-11
668,1,0,1,0,-1
669,1,0,9,0,-9
670,1,0,26,0,-26
671,1,1,292,1434,1142
672,1,0,24,0,-24
673,1,0,57,0,-57
674,1,1,91,1830,1739
675,1,0,191,0,-191
676,1,0,241,0,-241
677,0,0,102,0,-102
678,0,0,88,0,-88
679,0,0,68,0,-68
680,1,1,1006,1344,338
681,1,1,70,1311,1241
682,0,0,31,0,-31
683,1,0,12,0,-12
684,1,0,47,0,-47
685,0,0,114,0,-114
686,1,0,20,0,-20
687,0,0,22,0,-22
688,0,0,5,0,-5
689,1,1,1573,1527,-46
690,0,0,33,0,-33
691,1,1,478,1238,760
692,1,1,367,1678,1311
693,0,0,43,0,-43
694,1,1,786,1982,1196
695,0,0,65,0,-65
696,1,0,38,0,-38
697,1,0,0,0,0
698,0,0,90,0,-90
699,0,0,62,0,-62
700,0,0,184,0,-184
701,0,0,19,0,-19
702,0,0,49,0,-49
703,0,0,136,0,-136
704,1,0,22,0,-22
705,1,1,572,1276,704
706,0,0,8,0,-8
707,1,0,18,0,-18
708,1,0,38,0,-38
709,0,0,39,0,-39
710,0,0,20,0,-20
711,0,0,12,0,-12
712,1,1,555,1405,850
713,1,1,738,1366,628
714,0,0,79,0,-79
715,1,0,120,0,-120
716,0,0,35,0,-35
717,0,0,81,0,-81
718,0,0,20,0,-20
719,1,0,50,0,-50
720,1,1,1643,1729,86
721,1,1,83,1295,1212
722,1,0,151,0,-151
723,0,0,58,0,-58
724,1,1,2363,1420,-943
725,1,1,712,1267,555
726,0,0,7,0,-7
727,0,0,44,0,-44
728,0,0,75,0,-75
729,1,0,52,0,-52
730,1,1,614,1675,1061
731,1,0,1,0,-1
732,1,1,1148,1453,305
733,1,1,407,1754,1347
734,0,0,56,0,-56
735,0,0,3,0,-3
736,0,0,32,0,-32
737,1,0,80,0,-80
738,1,1,966,1465,499
739,1,1,784,1657,873
740,0,0,49,0,-49
741,0,0,20,0,-20
742,0,0,23,0,-23
743,1,1,646,1293,647
744,1,1,330,1234,904
745,0,0,73,0,-73
746,1,0,10,0,-10
747,1,1,674,2451,1777
748,1,1,232,1931,1699
749,1,0,21,0,-21
750,1,1,840,1234,394
751,1,0,135,0,-135
752,0,0,37,0,-37
753,0,0,13,0,-13
754,1,1,1073,1313,240
755,1,0,84,0,-84
756,1,1,75,1422,1347
757,1,1,245,1780,1535
758,0,0,6,0,-6
759,1,0,9,0,-9
760,1,0,84,0,-84
761,1,1,35,1320,1285
762,1,0,118,0,-118
763,1,1,367,1243,876
764,1,0,94,0,-94
765,1,1,356,1958,1602
766,0,0,3,0,-3
767,1,0,95,0,-95
768,1,0,18,0,-18
769,0,0,11,0,-11
770,0,0,98,0,-98
771,1,0,80,0,-80
772,1,1,269,1335,1066
773,1,1,469,1679,1210
774,1,1,849,1240,391
775,0,0,58,0,-58
776,1,1,136,1568,1432
777,0,0,118,0,-118
778,0,0,85,0,-85
779,1,1,97,1366,1269
780,1,1,1314,1853,539
781,1,0,23,0,-23
782,1,1,413,2320,1907
783,1,0,98,0,-98
784,1,1,1816,2134,318
785,1,1,446,1251,805
786,0,0,3,0,-3
787,1,0,9,0,-9
788,0,0,19,0,-19
789,0,0,36,0,-36
790,1,1,438,1419,981
791,1,0,86,0,-86
792,0,0,82,0,-82
793,1,0,123,0,-123
794,0,0,103,0,-103
795,1,0,143,0,-143
796,1,0,40,0,-40
797,1,0,6,0,-6
798,1,1,117,1658,1541
799,1,0,41,0,-41
800,0,0,70,0,-70
801,0,0,2,0,-2
802,0,0,52,0,-52
803,1,1,382,1434,1052
804,0,0,42,0,-42
805,0,0,48,0,-48
806,1,0,13,0,-13
807,1,0,193,0,-193
808,1,0,78,0,-78
809,1,0,32,0,-32
810,0,0,31,0,-31
811,0,0,1,0,-1
812,0,0,33,0,-33
813,1,0,7,0,-7
814,0,0,35,0,-35
815,1,1,129,1430,1301
816,0,0,59,0,-59
817,1,0,70,0,-70
818,1,1,1204,1976,772
819,0,0,16,0,-16
820,1,1,3055,1486,-1569
821,1,0,211,0,-211
822,1,0,90,0,-90
823,1,0,19,0,-19
824,0,0,7,0,-7
825,0,0,21,0,-21
826,1,0,14,0,-14
827,0,0,63,0,-63
828,0,0,0,0,0
829,1,0,4,0,-4
830,1,0,5,0,-5
831,0,0,0,0,0
832,1,1,1214,1941,727
833,1,1,266,1283,1017
834,0,0,88,0,-88
835,0,0,26,0,-26
836,0,0,36,0,-36
837,1,1,166,1275,1109
838,1,0,12,0,-12
839,0,0,139,0,-139
840,1,0,33,0,-33
841,0,0,78,0,-78
842,0,0,54,0,-54
843,0,0,17,0,-17
844,1,1,539,1221,682
845,1,0,4,0,-4
846,0,0,48,0,-48
847,0,0,3,0,-3
848,1,0,19,0,-19
849,1,1,184,1486,1302
850,1,1,97,1321,1224
851,1,1,477,1317,840
852,0,0,17,0,-17
853,1,1,649,2025,1376
854,1,1,1001,1267,266
855,0,0,67,0,-67
856,1,0,29,0,-29
857,1,0,179,0,-179
858,0,0,4,0,-4
859,0,0,1,0,-1
860,1,1,1419,3159,1740
861,0,0,35,0,-35
862,0,0,66,0,-66
863,1,0,20,0,-20
864,1,1,796,1528,732
865,1,0,99,0,-99
866,1,0,13,0,-13
867,1,0,95,0,-95
868,1,1,70,1225,1155
869,0,0,14,0,-14
870,1,1,641,3162,2521
871,0,0,3,0,-3
872,1,1,371,1358,987
873,0,0,41,0,-41
874,1,1,66,1322,1256
875,1,1,221,1224,1003
876,0,0,35,0,-35
877,1,1,529,1977,1448
878,0,0,9,0,-9
879,1,1,386,1384,998
880,1,1,267,1773,1506
881,0,0,97,0,-97
882,0,0,29,0,-29
883,0,0,16,0,-16
884,0,0,7,0,-7
885,1,0,50,0,-50
886,1,0,56,0,-56
887,0,0,57,0,-57
888,1,0,3,0,-3
889,1,0,44,0,-44
890,0,0,52,0,-52
891,1,0,78,0,-78
892,0,0,68,0,-68
893,0,0,124,0,-124
894,0,0,30,0,-30
895,0,0,301,0,-301
896,0,0,31,0,-31
897,0,0,17,0,-17
898,1,1,620,1260,640
899,1,1,1222,1244,22
900,1,1,201,1221,1020
901,1,0,41,0,-41
902,1,0,244,0,-244
903,0,0,47,0,-47
904,1,0,67,0,-67
905,1,0,29,0,-29
906,0,0,48,0,-48
907,0,0,15,0,-15
908,1,1,715,2248,1533
909,1,0,39,0,-39
910,1,0,1,0,-1
911,1,0,10,0,-10
912,1,1,839,1584,745
913,1,0,16,0,-16
914,1,1,84,1626,1542
915,1,0,55,0,-55
916,0,0,51,0,-51
917,1,1,84,1398,1314
918,1,0,24,0,-24
919,1,0,1,0,-1
920,1,0,69,0,-69
921,1,1,338,1707,1369
922,1,1,184,1259,1075
923,0,0,178,0,-178
924,1,1,785,2030,1245
925,1,1,521,1292,771
926,1,0,38,0,-38
927,1,0,75,0,-75
928,1,1,413,1534,1121
929,1,0,21,0,-21
930,0,0,163,0,-163
931,0,0,8,0,-8
932,1,1,194,1718,1524
933,1,1,1175,1260,85
934,1,0,65,0,-65
935,1,1,1126,5699,4573
936,1,1,592,6047,5455
937,0,0,66,0,-66
938,0,0,6,0,-6
939,1,0,4,0,-4
940,0,0,154,0,-154
941,0,0,45,0,-45
942,1,0,49,0,-49
943,1,1,45,1310,1265
944,0,0,84,0,-84
945,1,1,88,1462,1374
946,1,1,237,1427,1190
947,1,1,147,1367,1220
948,0,0,6,0,-6
949,1,1,114,1209,1095
950,1,0,125,0,-125
951,1,1,285,2201,1916
952,1,0,26,0,-26
953,1,0,101,0,-101
954,1,0,1,0,-1
955,0,0,56,0,-56
956,0,0,16,0,-16
957,0,0,51,0,-51
958,1,1,483,1673,1190
959,1,1,234,1260,1026
960,0,0,12,0,-12
961,1,0,33,0,-33
962,0,0,23,0,-23
963,1,1,316,1752,1436
964,0,0,64,0,-64
965,0,0,5,0,-5
966,1,1,899,1300,401
967,0,0,21,0,-21
968,1,0,152,0,-152
969,0,0,21,0,-21
970,1,0,5,0,-5
971,0,0,26,0,-26
972,1,1,1722,1351,-371
973,1,0,57,0,-57
974,1,0,22,0,-22
975,1,0,183,0,-183
976,1,0,63,0,-63
977,0,0,47,0,-47
978,1,1,124,1284,1160
979,1,0,21,0,-21
980,1,1,461,1355,894
981,1,1,168,1412,1244
982,1,0,61,0,-61
983,0,0,25,0,-25
984,1,0,3,0,-3
985,0,0,27,0,-27
986,1,0,26,0,-26
987,1,0,19,0,-19
988,1,0,16,0,-16
989,1,0,44,0,-44
990,0,0,34,0,-34
991,1,0,162,0,-162
992,1,1,563,1590,1027
993,0,0,4,0,-4
994,0,0,19,0,-19
995,1,0,35,0,-35
996,0,0,5,0,-5
997,0,0,0,0,0
998,1,0,30,0,-30
999,1,1,228,1973,1745
1000,0,0,18,0,-18
1001,1,1,462,1209,747
1002,0,0,63,0,-63
1003,0,0,30,0,-30
1004,1,0,15,0,-15
1005,1,0,19,0,-19
1006,1,1,394,1284,890
1007,1,1,181,1701,1520
1008,0,0,66,0,-66
1009,0,0,6,0,-6
1010,0,0,11,0,-11
1011,1,0,45,0,-45
1012,1,0,50,0,-50
1013,1,0,94,0,-94
1014,1,1,48,1442,1394
1015,0,0,143,0,-143
1016,1,1,172,1744,1572
1017,0,0,6,0,-6
1018,0,0,2,0,-2
1019,1,0,2,0,-2
1020,1,1,666,1202,536
1021,0,0,30,0,-30
1022,1,0,11,0,-11
1023,1,0,17,0,-17
1024,1,1,1024,1320,296
1025,1,1,313,1554,1241
1026,1,0,65,0,-65
1027,1,0,50,0,-50
1028,0,0,87,0,-87
1029,0,0,144,0,-144
1030,1,1,400,1271,871
1031,0,0,11,0,-11
1032,1,1,117,1795,1678
1033,1,0,54,0,-54
1034,1,1,86,1474,1388
1035,0,0,35,0,-35
1036,0,0,3,0,-3
1037,1,1,328,2517,2189
1038,1,0,57,0,-57
1039,0,0,2,0,-2
1040,0,0,32,0,-32
1041,0,0,18,0,-18
1042,0,0,40,0,-40
1043,1,0,231,0,-231
1044,1,1,1425,1840,415
1045,1,0,46,0,-46
1046,0,0,52,0,-52
1047,1,0,131,0,-131
1048,1,1,464,1602,1138
1049,1,1,221,4764,4543
