ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
89,47,46549.91546145612,0.026533742932202262,0,8,0,0,-8
90,26,20213.39977890352,0.20666064744246418,1,315,13242,2996,15923
91,28,23313.25130021392,0.17317554263583287,1,229,7782,1540,9093
92,19,26205.93239662118,0.3934613788880851,0,175,0,0,-175
93,40,29590.925619887348,0.018302638265710245,1,237,7044,1457,8264
94,59,26026.15164396453,0.10638982071606179,1,318,6221,2907,8810
95,56,33570.93668954563,0.017350979747482165,1,663,9156,1462,9955
96,29,28974.67535615386,0.023430479089843366,0,47,0,0,-47
97,46,31192.715189691717,0.026413044567624482,1,614,6285,3921,9592
98,50,22434.488623076722,0.1886415925095477,1,570,7554,1596,8580
99,20,32805.92697920294,0.13525383551042033,1,554,5770,4097,9313
100,46,20994.862395347154,0.12855544625314216,1,723,26153,1625,27055
101,27,24330.92970045553,0.08895275779096128,1,922,6682,1933,7693
102,53,23197.54811959405,0.010055192827944516,1,343,7795,2202,9654
103,35,20381.09476538083,0.08081810340066077,0,16,0,0,-16
104,61,22744.316227442985,0.10630836679858871,1,18,6167,1419,7568
105,22,50543.54327261178,0.0528602513812377,1,229,6797,1341,7909
106,23,60313.01204737415,0.23671651736142177,0,13,0,0,-13
107,41,25604.96501299338,0.06632779010608031,1,21,11659,3145,14783
108,25,25563.225635656298,0.34620271958568305,1,240,5864,1395,7019
109,46,29499.011913266753,0.02478459514171832,1,666,14213,1336,14883
110,55,43658.07963411069,0.10329210040839058,1,350,17595,1373,18618
111,65,20348.110776666625,0.3284059719250756,1,112,5978,1471,7337
112,61,36729.55053228279,0.11727165934014173,1,360,6847,1641,8128
113,50,24630.510674379082,0.09633985809176673,1,465,7514,1450,8499
114,32,28135.896191835236,0.0396227719332741,1,921,7946,1535,8560
115,61,20622.07375343979,0.6626215408224226,0,4,0,0,-4
116,41,21688.116138912985,0.11971334570738117,0,77,0,0,-77
117,40,25511.62302487664,0.1733526348132781,1,1236,9504,1378,9646
118,29,41881.63322076068,0.024590064796081855,1,369,8769,2256,10656
119,25,33204.49943775509,0.3607070205828525,0,138,0,0,-138
120,20,24156.812269649727,0.1853732265835152,1,118,9073,2430,11385
121,27,34229.14067262191,0.25262206230984247,1,756,30529,1829,31602
122,74,24505.10578113173,0.15233242985463946,1,776,7536,1478,8238
123,57,37305.99648245592,0.30648813947143655,1,389,10505,1638,11754
124,55,22817.89890527795,0.030798985348191574,0,95,0,0,-95
125,44,34604.88456188873,0.3190082052536843,0,6,0,0,-6
126,33,22599.50130986741,0.049671418533387544,1,337,5951,3368,8982
127,57,32817.78086734628,0.2546416826822536,0,3,0,0,-3
128,42,33672.69556500589,0.07989303559195957,1,127,7390,1912,9175
129,66,32077.833137388545,0.11327066956773751,1,143,9661,1515,11033
130,19,28977.288259389272,0.24603103574068272,0,74,0,0,-74
131,54,36215.823115231964,0.03843090097666426,0,21,0,0,-21
132,25,42322.05854390247,0.12155146981170038,1,216,5260,1461,6505
133,55,26704.954164189265,0.003364284205763521,1,71,7013,1402,8344
134,53,28884.035139634074,0.06073062175289066,1,122,8703,1449,10030
135,74,28503.06750269196,0.3585634134277358,0,46,0,0,-46
136,69,67690.06473357622,0.07217519045705335,1,348,7110,1498,8260
137,41,20535.364181509955,0.28767740968886235,1,2578,9708,1983,9113
138,22,25304.242312354178,0.18302828921033276,1,34,5964,1439,7369
139,19,20429.970943339395,0.25797826348966935,0,41,0,0,-41
140,46,20734.652576530418,0.15349526136983174,1,851,8210,1864,9223
141,20,33729.78058238186,0.317651022363099,1,908,6576,1898,7566
142,75,25504.259942537123,0.16854492058362433,0,1,0,0,-1
143,44,27038.46375839888,0.02139798881722125,1,763,11800,1350,12387
144,32,26575.58001520405,0.007736251483320984,1,410,10397,1538,11525
145,49,27044.380298419765,0.024351828213459565,1,405,5530,1347,6472
146,29,24835.116434825864,0.26470024917863344,1,725,8835,1550,9660
147,22,37321.899123898824,0.20949487751501195,1,196,5330,1648,6782
148,35,26699.900194772494,0.018108228215438168,1,2211,5527,1847,5163
149,48,20645.5789157745,0.0014263102490928653,1,274,5324,1341,6391
150,50,25324.07616866383,0.22211111769922692,0,36,0,0,-36
151,72,20488.248856567552,0.12602554236956967,1,793,6376,1496,7079
152,39,28941.717878603322,0.113827453798434,1,1515,9959,1519,9963
153,36,30365.43547071811,0.08404543781012977,1,131,8571,1546,9986
154,37,25186.0204630404,0.6279653538435915,1,125,8775,2338,10988
155,75,20564.695228197153,0.19254165627820133,1,344,8877,2262,10795
156,50,37129.16993340563,0.38330706707529666,1,57,10896,1572,12411
157,39,37038.77717936514,0.02123869299597975,1,90,16607,1442,17959
158,23,26463.12007711523,0.0416719210269376,0,5,0,0,-5
159,49,41594.41866699012,0.14810828488312294,1,887,15106,1686,15905
160,22,23677.050228106044,0.48455291349482355,0,155,0,0,-155
161,24,30709.54975447805,0.014398667676612268,1,1886,5294,1547,4955
162,35,34024.22082410627,0.016927923637783452,1,363,7232,1368,8237
163,68,29493.646943791446,0.015168064743048675,0,9,0,0,-9
164,69,32383.757460388686,0.04962904231169869,1,1076,5364,1572,5860
165,65,21446.05826028204,0.027926557344289494,1,211,5858,1687,7334
166,23,28103.70285604434,0.07104372495610717,0,108,0,0,-108
167,44,23603.64974161519,0.21994744383662418,1,1595,9640,1692,9737
168,24,21692.339645069762,0.045730296161633405,1,42,5435,2173,7566
169,18,41439.938385071786,0.3145906618709618,0,12,0,0,-12
170,19,21258.79819984668,0.07719847023028432,1,474,5737,1636,6899
171,21,38617.04370883941,0.19519617696568956,1,596,5721,1375,6500
172,32,21550.859599519015,0.13509784348677953,1,433,45279,1352,46198
173,73,72719.58713401157,0.16660592154859225,1,729,6387,1491,7149
174,29,24952.5440352213,0.309490522790876,1,370,14419,4499,18548
175,18,23629.26558836313,0.046609768437316,0,1,0,0,-1
176,26,36243.74201591866,0.005303790681939202,1,1225,9178,3984,11937
177,23,20787.64427927943,0.48329742317054214,1,183,31562,1414,32793
178,22,46604.06938291931,0.13588508106138775,1,127,9981,2493,12347
179,29,29006.949922422966,0.0007378207490231528,1,200,9228,1656,10684
180,39,32408.60946554112,0.4108651548371524,1,1295,14465,1523,14693
181,35,38152.28471777995,0.05447605455315555,1,364,6231,2170,8037
182,23,31890.5196442477,0.26366028677651665,1,120,11551,1419,12850
183,67,27045.055340187264,0.2683238290383074,0,83,0,0,-83
184,50,37641.582731775925,0.1714747856579622,0,29,0,0,-29
185,27,20499.35884963363,0.1931562694133746,0,97,0,0,-97
186,41,20011.71546426508,0.1333414666041783,1,412,13006,1642,14236
187,21,45088.55711773763,0.05095724769189866,1,246,6771,1854,8379
188,40,21605.24218222465,0.1686813583685516,1,544,6850,1585,7891
189,69,23585.977350689347,0.05638131452283753,1,316,5564,1849,7097
190,27,23435.660730115073,0.06975157681437699,1,960,18639,2309,19988
191,52,20779.584127441463,0.20928474252051213,1,258,12690,1396,13828
192,36,20188.374281230295,0.0921735301082079,0,11,0,0,-11
193,62,39012.89487324102,0.09595360570957466,1,673,9105,3479,11911
194,65,23576.27403626826,0.15701641456634152,0,82,0,0,-82
195,65,20651.351859082293,0.024031154264249847,1,390,6001,2632,8243
196,22,21337.180158025934,0.036942546353559334,1,1515,5295,1571,5351
197,63,23401.863812085514,0.32543791727151344,0,254,0,0,-254
198,66,20823.88943063676,0.21652934148732267,1,295,6150,1486,7341
199,40,21510.960670277876,0.04050512961222506,1,1472,8722,3076,10326
200,52,21662.048996010482,0.11247057009729344,1,1637,5595,1502,5460
201,67,27186.480719756495,0.19086309130915993,0,92,0,0,-92
202,21,23492.120433856537,0.10090911157935435,1,152,6373,2987,9208
203,46,22573.3984315595,0.2206849106736341,1,629,6052,2415,7838
204,34,36373.79373160517,0.05279629223787649,1,131,7067,1875,8811
205,18,21000.295484935043,0.00011656354222264454,1,172,8525,1736,10089
206,65,61122.05075485718,0.014755843678033119,1,931,6811,1469,7349
207,22,60120.07131812784,0.22942591052505942,1,301,6396,4919,11014
208,57,68749.13393007792,0.3647319627136063,0,34,0,0,-34
209,26,31524.76111010882,0.18031657748664265,1,134,10899,1845,12610
210,23,20370.07994670998,0.026056259709656252,1,599,6626,2926,8953
211,18,36232.15219042959,0.03877589652834768,1,1036,8307,2889,10160
212,26,25748.750409865217,0.016798339916877656,1,404,5718,1377,6691
213,24,66996.58896879847,0.01157325429815964,1,424,9968,2804,12348
214,28,33945.7616410976,0.025928616538915743,1,747,6572,2355,8180
215,29,41415.0071697242,0.23917541721250704,0,14,0,0,-14
216,41,22501.61123163413,0.08284017199706037,1,521,6635,1417,7531
217,22,27793.95544883282,0.14488161425938023,1,301,107320,1376,108395
218,65,27545.41989933755,0.03679896773300262,1,1606,19273,1366,19033
219,46,38126.487141688805,0.011569299282671898,1,499,6048,1671,7220
220,24,29993.095337968887,0.17768456671516647,1,21,11320,1503,12802
221,45,24530.87927760313,0.2386683452699541,1,332,8502,1485,9655
222,36,27258.220410661106,0.035184565250447074,1,100,6350,1391,7641
223,71,23749.563157313893,0.047045186327644234,1,627,5675,1856,6904
224,46,20301.554336309244,0.04899268028490961,1,686,9959,1393,10666
225,40,44065.60572741671,0.019931925726919045,1,355,5783,2349,7777
226,39,25314.90869852757,0.18920116242031204,1,192,7963,1677,9448
227,18,20799.717624099427,0.08361387147286084,1,1040,10273,1511,10744
228,21,31124.10437711214,0.10458058592765151,1,331,10769,1856,12294
229,30,25546.794104471,0.011129311069860082,1,973,6446,1799,7272
230,28,30239.131539973972,0.10546167920223827,1,696,7997,6891,14192
231,74,21098.479189525693,0.00955656314568082,0,9,0,0,-9
232,53,20695.960368568583,0.05383310304767698,1,927,10108,1338,10519
233,21,21972.87364263905,0.268136389459512,1,458,6482,1669,7693
234,24,29406.4037145809,0.2703440124447302,0,84,0,0,-84
235,45,23755.053009563926,0.029590777784457446,1,152,12664,1917,14429
236,22,28777.08479781847,0.005639769492524551,1,364,8655,1722,10013
237,46,24261.92575683394,0.007491402459774841,0,13,0,0,-13
238,65,20624.516167574937,0.009119888396583276,1,414,6188,1671,7445
239,35,23515.241919877186,0.019210801333595567,1,409,6210,2263,8064
240,33,20599.83226014861,0.17016354663734262,1,113,5592,2585,8064
241,19,28761.338454299315,0.3403375702373566,1,422,6884,1382,7844
242,22,27169.06915544388,0.03638978475097467,1,1316,7444,2685,8813
243,53,26888.982823989725,0.03429495963528972,1,483,5257,2231,7005
244,34,23593.092404537623,0.005570186512049281,1,527,14234,1698,15405
245,37,26751.20044376093,0.017517176913318704,0,54,0,0,-54
246,67,28484.2342520978,0.08459071034266463,1,707,15402,1398,16093
247,40,23984.583776500524,0.1449056434035473,0,91,0,0,-91
248,20,28554.919448120727,0.5004880397939183,1,530,7892,1780,9142
249,23,27165.425007993155,0.1160436155375889,0,64,0,0,-64
250,47,20778.672134798355,0.09334438481331082,0,21,0,0,-21
251,30,25183.91229397093,0.29852615580933084,1,149,5543,3631,9025
252,20,20202.51683101801,0.2532043277066435,1,201,8496,2205,10500
253,21,24833.51595352046,0.03691637688937792,1,2895,5248,2070,4423
254,57,24475.763759219906,0.01041518113765305,1,658,6417,1474,7233
255,27,36120.92408947391,0.0024972362274519127,0,6,0,0,-6
256,74,41017.08681049873,0.0011528814259173683,1,79,8258,1377,9556
257,30,21471.09559026836,0.028726893069624334,0,40,0,0,-40
258,21,29343.395810622256,0.05566276652683418,1,487,14784,1545,15842
259,41,23242.45388094301,0.1292646484626202,1,172,6626,1639,8093
260,29,34657.36764151285,0.0036773945951810508,1,204,11650,1899,13345
261,20,20931.76155512843,0.5177555012329212,0,97,0,0,-97
262,31,22936.1787102387,0.43352673565724253,0,35,0,0,-35
263,62,20574.590296186983,0.1958695461471405,0,178,0,0,-178
264,40,32593.304893829758,0.166735047702314,1,429,15850,1525,16946
265,44,20921.00124311346,0.15847377198181145,1,685,6763,1347,7425
266,32,29832.46378370421,0.30031654638460487,1,308,6143,1555,7390
267,66,20839.21092997731,0.20612679671321568,1,227,7906,3035,10714
268,33,25378.468156240313,0.1757616835869499,1,1304,10041,2771,11508
269,27,36045.61452041254,0.12758070150395256,1,405,5475,1503,6573
270,34,38281.85345120983,0.10473919796627601,1,419,5266,5882,10729
271,41,33928.260064002774,0.044413578232867505,0,128,0,0,-128
272,42,34068.29586641364,0.21857099604928287,1,108,9693,1804,11389
273,50,26891.578580074944,0.08303068817286206,1,1731,11139,1841,11249
274,46,38365.77608220469,0.012729620025538176,0,189,0,0,-189
275,30,20470.814262260843,0.09256329447035953,1,600,8698,1470,9568
276,35,29348.2563766715,0.1292081315108993,1,202,8538,1435,9771
277,27,54243.0816520337,0.2071920754768135,0,0,0,0,0
278,25,29731.96113273414,0.10144954616527686,1,776,7047,1557,7828
279,53,21417.6342334808,0.15813831109957405,0,54,0,0,-54
280,34,26998.88010769535,0.03991763065672656,1,429,6229,1889,7689
281,24,31341.37609411808,0.047922825179346644,1,1002,14290,1526,14814
282,66,20094.392213256335,0.3140355294969773,0,92,0,0,-92
283,18,20143.18065448362,0.22788317667355015,1,243,7448,2098,9303
284,18,21678.25429672801,0.10235728903554961,1,51,8531,1333,9813
285,27,31005.117361317738,0.08960758745064921,1,581,6615,1435,7469
286,46,22146.0224857369,8.17839798509135e-05,0,26,0,0,-26
287,23,22442.600933759928,0.145237387506337,0,20,0,0,-20
288,24,21455.492135843768,0.18726608743739784,0,84,0,0,-84
289,63,26255.56043081711,0.28584436693398624,1,117,11838,2365,14086
290,20,20759.6194343226,0.009708385459030045,1,420,9692,1439,10711
291,52,23858.587252660778,0.008874086604735107,1,422,11911,1422,12911
292,42,28207.794498861527,0.07266858212418724,1,669,5239,1423,5993
293,53,28464.170347759464,0.28560319070608337,1,1501,9252,1346,9097
294,34,27874.157992533874,0.14319617886750782,0,39,0,0,-39
295,28,44416.36851516781,0.23719559246154145,1,24,11770,2016,13762
296,26,22304.903778551983,0.08956944308229213,1,338,17006,1836,18504
297,62,26515.246017575955,0.20252191302384026,0,11,0,0,-11
298,22,23526.093899436317,0.0421156563924565,1,1666,7807,2132,8273
299,49,24897.57355541682,0.01735103531596163,1,943,73357,1391,73805
300,21,23308.088391968387,0.06175309395546476,1,578,8032,1520,8974
301,33,34492.00605863056,0.2575533318223651,1,600,26403,2456,28259
302,56,20983.155641397596,0.09218968264173982,0,26,0,0,-26
303,20,21716.90313018308,0.094890710897351,1,119,5277,1579,6737
304,37,23118.26233772483,0.0320652708591519,0,55,0,0,-55
305,19,21678.610680750506,0.18923732824681538,0,31,0,0,-31
306,63,22595.12915570237,0.22052704722101574,1,770,6626,1569,7425
307,27,22201.476255767135,0.002478713734135597,1,647,5449,1544,6346
308,22,20836.92792082884,0.04116991684629855,1,149,5596,1362,6809
309,20,34098.4512552226,0.27437669507097506,0,129,0,0,-129
310,43,28221.85976458209,0.23740719172286245,0,21,0,0,-21
311,20,29333.360860998626,0.09141849285582371,1,492,5571,1544,6623
312,38,39106.30041502529,0.5850346897697254,0,40,0,0,-40
313,64,74678.10541451132,0.05628936485139996,0,73,0,0,-73
314,29,84592.99381410886,0.37624386152845957,1,186,12375,1685,13874
315,28,25356.017973078906,0.11521369353299724,1,418,8844,5059,13485
316,29,20023.04402613453,0.2963874676807684,1,927,28873,1647,29593
317,19,21984.30141341856,0.026188349137843243,1,1182,7870,1393,8081
318,27,22503.295749168465,0.11177312056548518,0,28,0,0,-28
319,38,22780.69099376444,0.01393914920460234,1,91,10796,1383,12088
320,75,26172.623751368137,0.041071042521777075,1,31,13230,1603,14802
321,53,26489.134647511997,0.07499104597128402,1,87,7732,1978,9623
322,25,21666.17260764801,0.01642306968365159,1,324,6603,1373,7652
323,62,29909.941733049905,0.0034241897745852646,1,339,8332,1955,9948
324,40,27681.129319854306,0.016862982980725333,1,1234,5738,2309,6813
325,19,22183.552738696344,0.15477402843120586,1,805,10018,1747,10960
326,57,30014.232665188953,0.009809315339346963,1,89,10264,1441,11616
327,60,63888.7710364752,0.06383132340139686,1,215,10845,1497,12127
328,29,39452.094028453095,0.16225466154949128,1,215,11869,1607,13261
329,19,20506.578588467968,0.0185404960895166,0,40,0,0,-40
330,37,24171.375589318268,0.03396948183784325,1,1864,36761,1399,36296
331,37,32790.43138805314,0.18122215405335287,1,166,5367,1599,6800
332,24,23167.449249590063,0.11138423382331858,1,358,18584,1369,19595
333,27,33226.93445420734,0.16208082086367492,1,97,6427,1515,7845
334,20,104720.89713906337,0.06838300347100199,1,141,6956,2082,8897
335,32,30355.360156601466,0.1332362626349964,1,82,10754,1402,12074
336,65,23701.099006185228,0.1606769631024594,1,127,7397,1458,8728
337,23,20385.56714186527,0.26504970396750804,0,55,0,0,-55
338,42,46801.32945572294,0.10221837900594692,0,40,0,0,-40
339,24,20905.22079557144,0.42879214588632625,0,18,0,0,-18
340,62,23667.794455077037,0.0010951578580245213,1,30,6634,1677,8281
341,19,33875.05887292351,0.09282286375070971,1,616,7538,2611,9533
342,59,33006.64471676554,0.05156621893066582,1,1099,6803,1492,7196
343,24,25534.128769044037,0.01950344011079628,1,588,21052,1747,22211
344,64,30226.26193447902,0.260676878414918,1,476,7301,1417,8242
345,68,31025.329999613037,0.2231125284898205,1,241,5345,1446,6550
346,19,35477.954594191884,0.25732126491503,0,1,0,0,-1
347,34,30400.64248021217,0.010674209626030266,0,33,0,0,-33
348,51,22535.393150249693,0.05732512124332474,1,1133,14528,2510,15905
349,43,36848.58073473818,0.09501754605867324,0,7,0,0,-7
350,44,23051.79754418593,0.10964920873409939,1,371,14416,1413,15458
351,25,44074.63906215244,0.04904088090187686,1,1173,6973,2199,7999
352,21,231056.75479925677,0.165770874984491,0,41,0,0,-41
353,28,33419.90093674226,0.17656983807102328,1,1915,12081,1709,11875
354,18,24790.069014097335,0.1516348899097315,0,76,0,0,-76
355,32,25054.7992311194,0.08493861146507685,1,1166,6292,1428,6554
356,32,120886.1367668258,0.08234745262276005,1,736,5560,1466,6290
357,36,20124.883786863546,0.07674490581197703,1,401,5350,2168,7117
358,34,23038.19715332845,0.0729670646260714,1,1068,5450,1516,5898
359,62,23609.205762970414,0.24014841782082477,1,263,5531,1402,6670
360,51,21139.574033925805,0.17714664547995287,1,187,8734,1372,9919
361,53,21056.54303967447,0.14773279175957582,0,31,0,0,-31
362,20,22389.000123096415,0.31860438127325263,0,229,0,0,-229
363,30,31619.59559404434,0.2753738485637797,0,10,0,0,-10
364,23,27733.951551956994,0.04131543576341358,1,1877,6250,1478,5851
365,23,21320.95236257285,0.1941161034004877,0,21,0,0,-21
366,57,20060.55569345464,0.03297334831610877,1,399,14758,1547,15906
367,27,30501.904516372677,0.08056723360388619,1,185,5964,2525,8304
368,31,20821.211655710413,0.20805759504232757,1,664,6257,1630,7223
369,36,21122.56514459819,0.18555106421858622,1,636,6115,1621,7100
370,21,57960.432654560645,0.005320010988349687,1,131,5508,1834,7211
371,20,22119.17928486747,0.019540904354881268,1,425,6453,1447,7475
372,22,150743.8041857932,0.03851964489669507,1,416,6567,1384,7535
373,46,22249.5196036365,0.19057394116568238,0,23,0,0,-23
374,53,22067.078070762524,0.004453568613464004,1,1151,9631,1434,9914
375,64,27854.878722898535,0.047048947989254124,1,1806,7394,2081,7669
376,20,28690.434782161657,0.0013783276135347427,1,145,7489,1996,9340
377,35,21126.24333674892,0.11376337679743198,1,102,72741,1955,74594
378,46,31235.15112070866,0.15987213095568886,1,815,15342,1744,16271
379,43,33462.43248414952,0.13432834231173063,1,709,7717,1423,8431
380,54,23220.769024532314,0.0652435441055503,1,534,8967,1433,9866
381,19,30361.967680131267,0.0946993806917433,1,283,5635,1364,6716
382,33,36825.821910838284,0.3153326268346728,1,768,6451,1699,7382
383,37,20378.0703930579,0.24876298337326289,1,376,9156,1549,10329
384,25,25131.24737528026,0.23707254654510693,0,17,0,0,-17
385,35,22283.461533836235,0.12657435186546795,0,3,0,0,-3
386,58,20578.87986071397,0.19407567756398303,1,516,10001,2258,11743
387,25,28778.44325271869,0.0719190114013477,1,1198,7041,1409,7252
388,28,22678.56247269071,0.2600304530206119,1,98,8534,2392,10828
389,33,33208.876714903716,0.22746168167567238,1,269,10901,1874,12506
390,49,27887.831078824045,0.09869333976052513,1,1103,11398,3434,13729
391,69,23012.12899424262,0.132052764523536,0,3,0,0,-3
392,37,21646.849465740772,0.27619747252078164,1,933,5415,1821,6303
393,49,28023.77650587837,0.050070734574332004,1,203,8277,1451,9525
394,72,23988.074446352464,0.014092217275058112,1,351,5256,1718,6623
395,25,30311.14780851461,0.03594743314891967,0,44,0,0,-44
396,21,20140.989072231336,0.24838566387914163,0,14,0,0,-14
397,44,20589.38476773208,0.11913970917160721,1,847,9666,2018,10837
398,47,25464.344836333756,0.003929862883925325,0,26,0,0,-26
399,39,20275.94337888502,0.17678384339705103,1,499,5550,1411,6462
400,41,47540.48846601132,0.11346848693258944,1,127,7576,1987,9436
401,41,24655.251359346228,0.18103310534840217,1,146,7285,2206,9345
402,23,31569.559149141314,0.38147315249014385,1,219,5641,1341,6763
403,23,35071.353021999465,0.03394503055645667,1,409,13612,1666,14869
404,27,35045.226533346584,0.11270249346168594,0,22,0,0,-22
405,67,20900.433212191074,0.016617360728403734,1,566,6469,1335,7238
406,26,22914.267191250052,0.12734816530229168,0,83,0,0,-83
407,19,25450.424577139882,0.05457854479746085,1,170,9154,2018,11002
408,19,32960.99562979893,0.2589364840372917,1,703,11553,1939,12789
409,75,33018.25249530523,0.034819668104519086,1,611,8313,3428,11130
410,30,25137.262465311036,0.0008749201798536123,1,976,5719,1502,6245
411,29,34974.107367561424,0.21795428771017616,0,21,0,0,-21
412,20,20683.6752841878,0.010342099546306206,1,622,7210,2445,9033
